title,summary,contents
"Air fare rises are unavoidable, warns Air France-KLM","Higher jet fuel costs will push up the cost of travel this year, says the UK boss of Air France-KLM.",Air fare rises are unavoidable warns Air France-KLM Published 14 February comments Comments Share IMAGE SOURCE GETTY IMAGES The cost of air travel is set to rise this year as airlines face soaring overheads the UK boss of Air France-KLM has told the BBC. Fahmi Mahjoub said his airline faced significantly higher fuel and airport costs and as a result higher air fares were quite unavoidable. The airline advised people in the UK to book early as travel rules were eased and demand picked up. It said it was already seeing strong demand for Easter and summer. Mr Mahjoub told the BBC\s Today programme: The increase in cost of living is a very concrete issue for many households but also the airline industry. So I think there is an expectation that airline tickets could become more costly as we move forward and I think the advice we have for customers is simply to plan earlier to be able to avoid those prices increases. On Monday oil prices hit their highest level since 2014 on fears that a possible invasion of Ukraine by Russia could drive up costs in an already tight market. A barrel of benchmark Brent Crude reached $95.56 (£70.13) - up from under $65 a year ago. The rising price of oil has affected everything from heating bills to petrol prices and Mr Mahjoub said the cost of jet fuel was also going up sharply. On top of this Air France-KLM now has to pay 40% more to fly in and out of Heathrow airport he said. Spain relaxes Covid restrictions for UK teenagers Ryanair: Holiday prices likely to rise sharply soon It is not the first travel firm to warn on prices. Last year airline Ryanair and tour operator TUI both predicted holiday costs would be higher than in 2019 as the pandemic eased and demand rebounded. Despite the challenges Air France-KLM says bookings from the UK have jumped since pre-departure and Day 2 Covid tests were scrapped for vaccinated travellers. Mr Mahjoub said bookings for winter sun destinations such as Dubai the US and Thailand had been strong. Demand for half-term Easter and summer flights was also healthy. Air France acquired the Dutch airline KLM to create Air France-KLM Group in 2004 one of the largest air carriers in the world. The deal allows the two airlines to operate as separate companies. On Sunday KLM said it would stop services to Ukraine amid concerns Russia is preparing to invade. Germanys Lufthansa is also considering suspending flights.]
'Six Nations title is France's to lose after win over Ireland',"France - the only unbeaten side in the Six Nations - are oozing confidence and are favourites to take the title, says former England scrum-half Matt Dawson.",]
Six Nations 2022: France survive Ireland fightback - highlights,France survive a second-half fightback from Ireland to win 30-24 at the Stade de France.,]
Six Nations 2022: Ireland's Mack Hansen scores from kick-off against France,"Mack Hansen catches the France defence ""snoozing"" to score from an Ireland kick-off in a thrilling Six Nations encounter.",]
"What are the travel rules for France, the US, and other popular destinations?","What you need to know about visiting France, Spain, Italy, US, Ireland, Germany and Greece.",What are the travel rules for France the US and other popular destinations? Published 14 February Share Related Topics Coronavirus pandemic IMAGE SOURCE GETTY IMAGES Foreign travel is now easier for people in the UK than at any time since the beginning of the pandemic. However there are still regulations about who can enter most countries restrictions on what you can do when you get there and rules to follow when you return home. These can change quickly so its important to keep checking the Foreign Office guidance and tourist information for your destination before you go. Here are some key things to know about travelling to popular destinations. Popular destinations Jump to a country Spain France Italy USA Ireland Greece Germany Spain Travel guide Skip Spain Entry requirements Everyone travelling to Spain (including children) must submit an online Health Control Form (in English) no more than 48 hours before departure. This will generate a QR code which needs to be presented (either digitally or as a hard copy) at the Spanish border. All travellers aged 12 and over must be able to prove theyve been fully vaccinated (with both doses of a two-dose vaccine or one dose of a one-dose vaccine) at least 14 days before arrival. Proof of a negative test or recovery from Covid is not accepted. From 23:00 GMT on 13 February children aged 12-17 do not need to be double-jabbed to enter the country. Instead they must present a negative PCR test taken no more than 72 hours before arrival. You must have received your final vaccine dose no earlier than 270 days (about nine months) before travelling. If it was earlier than this you must be able to show proof of having received a booster jab. There is no requirement for 14 days to have passed between receiving your booster and entering Spain. Spain (like all EU countries) will accept as proof the NHS Covid Pass Scotlands NHS Covid Status Pass or Northern Irelands COVIDCert NI app - these can be presented either in digital form on a phone or printed (as long as its dated after 1 November 2021). Fully vaccinated children aged 12 to 15 can now also use the NHS app to show their Covid status or they can request an NHS Covid Pass letter for international travel. Children under the age of 12 do not need to show proof of vaccination. If you have not been fully vaccinated you can only enter Spain if your journey is classed as essential by the Spanish Ministry of Health. If your journey qualifies you will need to present either a negative PCR test taken within the previous 72 hours or a negative antigen test/LFT taken within the previous 24 hours or else a medical certificate to say that you have recovered from Covid in the previous six months. If youre travelling via Gibraltar check the latest Foreign Office travel advice. Covid rules in Spain Wherever you are in Spain you must observe social distancing of 1.5m (5ft). Everyone aged six and over must also wear a face mask in the following places (unless they have a medical exemption): any enclosed space open to the public (eg shops restaurants hotels or hospitals) any indoor space where people from different households mix any outdoor space where it is not possible to observe social distancing (e.g. crowded streets public demonstrations etc.) all forms of public transport and all transport stations platforms and airports Some regions may have additional restrictive measures including: overnight curfews a limit on social gatherings restrictions on meeting people from other households indoors capacity restrictions at beaches or other public areas (eg booking systems) You should check with local and regional authorities for more details. The Foreign Office has specific healthcare guidance for UK nationals visiting Spain. For more details about travelling in Spain go to the UK Foreign Office travel advice for Spain Return to UK Everyone aged 12 and over travelling to the UK must fill in an online passenger locator form before they depart. Adults can complete the form for under-18s travelling with them. If you qualify as fully vaccinated you do not need to take any tests either before or after you arrive in the UK nor is there any need to quarantine. The same rules apply for travellers under the age of 18. If you are 18 or over and not fully vaccinated: you will need to show proof of a negative Covid-19 test taken in the two days before you travel to the UK you will need to book and pay for a PCR test to be taken within two days of arrival in the UK. This must be booked with a private provider before you travel you do not have to quarantine unless your PCR test is positive End of Spain France Travel guide Skip France France entry requirements You can enter France from the UK if you: complete a sworn statement prove that youve been fully vaccinated and your last dose was less than nine months (270 days) ago. If you are over 18 and one month and your last dose was more than nine months ago you will NOT be considered fully vaccinated unless you have also received a booster dose Since 12 February you no longer need to present proof of a negative PCR or LFT/antigen test before you travel if youre fully vaccinated. France (like all EU countries) accepts as proof the NHS Covid Pass Scotlands NHS Covid Status Pass or Northern Irelands COVIDCert NI app - these can be presented either in digital form on a phone or printed (as long as its dated after 1 November 2021). If you are unvaccinated you can only enter France for essential reasons (listed here - in French). You must also show: an International Travel Certificate confirming these reasons and confirming you are not suffering from symptoms associated with coronavirus A negative PCR test result taken within 72 hours or an LFT/antigen test result taken within 48 hours if aged 12 years and over. Since 12 February you no longer need to self-isolate on arrival if youre not fully vaccinated. Children from the UK aged 12 years old or over who are not fully vaccinated will be treated as vaccinated if they are travelling with fully vaccinated adults. However if a child aged 12 or over is unvaccinated and travelling alone or with unvaccinated adults they will be subject to the same conditions as the adults including the need to self-isolate. Children aged 11 years old or younger do not need to present a negative test result to travel to France although a sworn statement must be completed for them. Covid rules in France Face masks are required in all enclosed public spaces. You also need to wear a mask in some outdoor public spaces such as queues markets or stadiums. Children under 11 are not required to wear masks. Everyone aged 16 and over now needs a pass vaccinal to attend large events and for entry to a wide range of venues including bars restaurants museums or to use some types of public transport including planes and long-distance trains. To qualify for a pass vaccinal you must have: proof that you are fully vaccinated with your last dose less than seven months ago (from 15 February this is reduced to four months). If you are over 18 years and one month old and you were vaccinated before this point you must show proof that you have had a booster jab proof of recovery from Covid dated more than 11 days ago and less than six months ago proof of a medical exemption from vaccination including a document from your doctor Children aged 12-15 still need a pass sanitaire to access many venues and events. To qualify for a pass sanitaire you must have either: a vaccination certificate illustrating that you are fully vaccinated (the French government recognise vaccinations carried out in the UK) a negative PCR or LFT/antigen test result from the past 48 hours a document (dated more than 11 days ago and less than six months ago) proving you have recently recovered from Covid You can get a pass sanitaire by presenting the QR code from your NHS Covid app if you come from England or Wales Scotland or Northern Ireland or by using a downloadable PDF certificate which is dated after 1 November 2021. You can also generate a pass sanitaire by scanning and saving the QR code from your NHS Covid Pass or equivalent into France’s “TousAntiCovid” app. For more details about travelling in France go to the UK Foreign Office travel advice. Return to UK Everyone aged 12 and over travelling to the UK must fill in an online passenger locator form before they depart. Adults can complete the form for under-18s travelling with them. If you qualify as fully vaccinated you do not need to take any tests either before or after you arrive in the UK nor is there any need to quarantine. The same rules apply for travellers under the age of 18. If you are 18 or over and not fully vaccinated: you will need to show proof of a negative Covid-19 test taken in the two days before you travel to the UK you will need to book and pay for a PCR test to be taken within two days of arrival in the UK. This must be booked with a private provider before you travel you do not have to quarantine unless your PCR test is positive End of France Italy Travel guide Skip Italy Entry requirements You can travel to Italy from the UK without having to self-isolate as long as you can prove you were fully vaccinated with the second dose less than 180 days (six months) ago. If your second vaccine dose was earlier than this you must also show proof of a booster jab or proof that you have recovered from Covid in the past 180 days. Italy (like all EU countries) accepts as proof the NHS Covid Pass Scotlands NHS Covid Status Pass or Northern Irelands COVIDCert NI app - these can be presented either in digital form on a phone or printed (as long as its dated after 1 November 2021). You must also: take a PCR or LFT/antigen test within 48 hours before entering Italy and show evidence of a negative result If you are not fully vaccinated you must also: show evidence of a negative PCR test taken within 48 hours before entering Italy or a negative LFT/antigen test taken within 24 hours - notify the local health authority in the area where you are staying travel to your destination in Italy by private transport only remain in self-isolation for five days take another PCR or LFT/antigen test at the end of the five days’ self-isolation Children under 18 do not have to self-isolate if they travel with a fully vaccinated adult and have a negative PCR or antigen test/LFT. Children aged five or under do not have to test. All travellers must fill in a passenger locator form which will generate a QR code. You may be asked to present this before travel or by the border police. A paper form can also be completed if you do not have an electronic device. The Italian embassy in London has more information - or you can consult the Italian Government’s online questionnaire (both in English). Covid rules in Italy Until 31 March everyone aged 12 and over needs a Super Green Pass to access restaurants bars hotels museums sports stadiums and many other transport services venues and events. The QR code from your NHS Covid Pass NHS Covid Status Pass or Covidcert NI Pass will be accepted as a super green pass. You can also present a paper version as long as it is dated after 1 November 2021. If you have had a booster or have had the first two jabs AND recovered from Covid there is no expiry date on your Super Green Pass. If however you have simply had your first two jabs your pass will only be valid for 180 days after your second dose. If - for whatever reason - you are not eligible for a super green pass you will need a “green pass” to access many public spaces. The pass is also required to travel on most public transport between regions. The green pass is a temporary pass which lasts 48 hours. You can obtain one by testing negative with a rapid Covid test available from local pharmacies and test centres. The test provider will print the test results and email you a code. You will need these to access the government website which will generate the temporary green pass. Under-18s in the UK who have only received one dose of vaccine are not considered fully vaccinated and they also have to obtain a 48-hour green pass by means of a negative Covid test. You have to wear a face covering in all indoor public spaces and outdoor spaces where social distancing is not possible. Children under the age of six do not need to wear a mask. Social distancing of 1m (3ft) must be observed and large gatherings should be avoided. For more details about travelling in Italy go to the UK Foreign Office travel advice for Italy Italys official tourism website also has useful information Return to UK Everyone aged 12 and over travelling to the UK must fill in an online passenger locator form before they depart. Adults can complete the form for under-18s travelling with them. If you qualify as fully vaccinated you do not need to take any tests either before or after you arrive in the UK nor is there any need to quarantine. The same rules apply for travellers under the age of 18. If you are 18 or over and not fully vaccinated: you will need to show proof of a negative Covid-19 test taken in the two days before you travel to the UK you will need to book and pay for a PCR test to be taken within two days of arrival in the UK. This must be booked with a private provider before you travel you do not have to quarantine unless your PCR test is positive End of Italy USA Travel guide Skip USA Entry requirements If you have been fully vaccinated: you can travel from the UK to the US as long as it is more than two weeks since you completed the full course of vaccination. You must have received a Covid-19 vaccine recognised in the US (this includes all the vaccines currently being given on the NHS). More details can be found on the Centers for Disease Control (CDC) website. you must also take a PCR or LFT/antigen test no more than a day before flying to the US. You must use a private provider for this there is no need to self-isolate in the US but you are recommended to take another Covid test 3-5 days after arrival If you have not been fully vaccinated you cannot travel to the US although exceptions are granted for instance for children under 18. The CDC has more details here.. If you qualify as an exception you will need to: take a PCR or LFT/antigen test no more than one day before travel or else present proof of having recovered from Covid-19 in the past three months self-quarantine for seven days after arrival in the US take another test within 3-5 days after arrival in the US become fully vaccinated if you are staying 60 days or longer unless you have a medical condition or are too young to be vaccinated Children under the age of 18 who are not fully vaccinated do not have to self-isolate when they enter the US but they must take a test 3-5 days after arrival. They should self-isolate if any symptoms develop or if they test positive. Covid rules in the US It is now possible to travel to every state in the US if you are fully vaccinated. Rules on social distancing and face coverings vary: check the relevant state government website before you arrive. Rules can also vary within individual states. You need to wear a mask on aeroplanes trains buses and at airports train stations and bus stations wherever you are in the US. For more details about travelling in the US go to the UK Foreign Office travel advice for US There is also more information on the Centers for Disease Control (CDC) website Return to UK Everyone aged 12 and over travelling to the UK must fill in an online passenger locator form before they depart. Adults can complete the form for under-18s travelling with them. If you qualify as fully vaccinated you do not need to take any tests either before or after you arrive in the UK nor is there any need to quarantine. The same rules apply for travellers under the age of 18. If you are 18 or over and not fully vaccinated: you will need to show proof of a negative Covid-19 test taken in the two days before you travel to the UK you will need to book and pay for a PCR test to be taken within two days of arrival in the UK. This must be booked with a private provider before you travel you do not have to quarantine unless your PCR test is positive End of USA Ireland Travel guide Skip Ireland Entry requirements All travellers to Ireland (including children) must fill in an online passenger locator form before departure. It will be checked by air or sea carriers and failure to complete it is an offence. Individuals travelling from Great Britain to Ireland via Northern Ireland should also complete a Passenger Locator Form. If you are fully vaccinated or can demonstrate you have recovered from Covid in the past year you no longer need to take a pre-departure Covid test. If more than 270 days (9 months) have passed since your second dose you will need to have had a booster to be considered fully vaccinated. Children aged 11 and under dont need to take a pre-departure test. Some adults are also exempt because of their occupation or if they are receiving medical treatment. More details can be found on the Irish government website. If you are not fully vaccinated and have not recently recovered from Covid you will need to show evidence of a negative PCR test result taken within 72 hours prior to arrival into the country. Ireland (like all EU countries) accepts the NHS Covid Pass as proof of vaccination and/or recovery from Covid along with Scotlands NHS Covid Status Pass or Northern Irelands COVIDCert NI app. These can be presented either in digital form on a phone or printed (as long as its dated after 1 November 2021). If you are travelling to Ireland from Northern Ireland you do not need to complete a passenger locator form or provide any proof of vaccination recovery status or negative tests as long as you have not visited any other countries in the last 14 days. For more details about travelling in Ireland go to the UK Foreign Office travel advice for Ireland Covid rules in Ireland Face coverings remain compulsory for over-13s in shops banks and post offices in taxis in bus and rail stations in cinemas and theatres and on public transport. The Irish government website has more details about where they are still required. Customers no longer need to show proof of Covid status to enter hospitality and entertainment venues. Bars restaurants and nightclubs have returned to their normal trading hours. You no longer need to wear a mask in sit-in restaurants or cafes. There are no limits on the number of people who can attend indoor events such as weddings or outdoor events including sporting fixtures. The Irish government website has more detailed information about the public health measures still in place. Return to UK If you’re travelling to the UK from Ireland you do not need to complete a passenger locator form or take any Covid test either before departure or on arrival. This is because Ireland is - along with the Channel Islands and the Isle of Man - part of the UKs Common Travel Area. You only need to follow extra steps if you are over 18 and not fully vaccinated and have been in another country in the 10 days before travelling from Ireland to the UK. If this is the case you will need to: show proof of a negative Covid-19 test taken in the two days before you travel to the UK book and pay for a PCR test to be taken within two days of arrival in the UK. This must be booked with a private provider before you travel you do not have to quarantine unless your PCR test is positive End of Ireland Greece Travel guide Skip Greece Entry requirements Before departure each household should complete a passenger locator form (in English) listing all travellers including children. This will generate a QR code which you should print or ensure you can show on your phone. You can be fined or denied entry if you cannot provide the code on arrival. All passengers aged five or over must also provide one of the following: proof you are fully vaccinated. Booster doses have no expiry date but if you have not had a booster your second dose must have been given between 14 and nine months ago a negative PCR test taken within 72 hours before arrival a negative rapid LFT/antigen test taken within 24 hours before arrival proof of recovery from Covid (a positive PCR or LFT/antigen test result issued between 14 and 180 days ago) Children under five do not need to provide proof of their vaccination or test status. Greece (like all EU countries) accepts the NHS Covid Pass as proof of vaccination and/or recovery from Covid along with Scotlands NHS Covid Status Pass or Northern Irelands COVIDCert NI app. These can be presented either in digital form on a phone or printed (as long as its dated after 1 November 2021). You may be asked to take a rapid Covid test on arrival in Greece and quarantine in a hotel for at least five days if positive. You may also have to self-isolate if other passengers on your flight or ferry test positive. The Greek government “strongly recommends” that travellers take either a certified LFT/antigen or PCR test on days two and four after arrival. Covid rules in Greece All restrictions remain under regular review. In areas where Covid case rates are particularly high and hospital capacity is limited restrictions may be tighter or re-imposed with limited notice. Check the latest local guidance and follow the advice of local authorities. Everyone aged five or over must wear a mask in all indoor and outdoor public spaces in all areas of Greece. In certain settings - such as in supermarkets and pharmacies and on public transport - you must wear either double masks (at least one of which should be surgical) or an N95/FFP2 mask. Proof of vaccination and ID are required to enter public spaces such as shops restaurants (indoor and outdoor) and museums. You should be prepared to demonstrate your proof of vaccination when asked. The NHS Covid Pass and other UK equivalents are accepted. If you have not been fully vaccinated or do not have proof of recovery from Covid-19: you can only travel by aeroplane train and bus if you can show a negative PCR test result taken within 72 hours of your arrival time or an LFT/antigen test taken within 48 hours of your arrival time you cannot enter nightclubs restaurants (indoors) theatres cinemas museums exhibitions conferences gyms and stadiums you must present a negative LFT/antigen test result taken within the previous 48 hours to visit other public spaces including shops and restaurants (outdoors) Unvaccinated children (between the ages of four and 18) require a negative test to enter public spaces such as shops restaurants (indoor and outdoor) and museums. Vistors visting other areas of mainland Greece or the islands of Lefkada Evia and Salamina are advised to test before travel but is not mandatory. Visitors aged 12 or over who wish to travel by air and sea to the rest of Greece must provide one of the following: proof of vaccination (at least 14 days since the second dose) a negative result from a PCR test carried out in the previous 72 hours a negative result from an LFT/antigen test carried out in the previous 48 hours Children aged five to 11 can travel to these areas with a negative test result taken in the previous 24 hours. Some restrictions vary from region to region - you may need to check local guidance (in English). For more details about travelling in Greece go to the UK Foreign Office travel advice for Greece Return to UK Everyone aged 12 and over travelling to the UK must fill in an online passenger locator form before they depart. Adults can complete the form for under-18s travelling with them. If you qualify as fully vaccinated you do not need to take any tests either before or after you arrive in the UK nor is there any need to quarantine. The same rules apply for travellers under the age of 18. If you are 18 or over and not fully vaccinated: you will need to show proof of a negative Covid-19 test taken in the two days before you travel to the UK you will need to book and pay for a PCR test to be taken within two days of arrival in the UK. This must be booked with a private provider before you travel you do not have to quarantine unless your PCR test is positive End of Greece Germany Travel guide Skip Germany Entry requirements All UK passengers travelling to Germany must fill in a pre-departure digital registration (in English) regardless of their vaccination status. Travellers aged six or over entering Germany from abroad must provide proof of vaccination proof of recovery from Covid or a negative LFT/antigen or PCR test result taken within the previous 48 hours prior to arrival. Germany (like all EU countries) accepts the NHS Covid Pass as proof of vaccination and/or recovery from Covid along with Scotlands NHS Covid Status Pass or Northern Irelands COVIDCert NI app - these can be presented either in digital form on a phone or printed (as long as its dated after 1 November 2021). If you have not been fully vaccinated you may only enter Germany from the UK if: you are a German citizen or their spouse partner or child under 18 you are a German resident or their spouse partner or child under 18 you have an important role or an urgent reason for travel You will have to self-isolate for 10 days in these circumstances although the option to test and release is available after five days. Unvaccinated travellers who do not qualify under one of the exemptions listed above may not currently enter Germany from the UK. Unvaccinated children aged five\u202for under can enter Germany as long as they are travelling with at least one fully vaccinated parent. They do not have to provide test results but must quarantine on arrival unless they are entering Germany to visit first-degree relatives and have spent less than 72 hours in a high-risk area like the UK or will spend less than 72 hours in Germany. For all other children under six quarantine ends automatically five days after arrival. More details about quarantine can be found on the Federal Interior Ministry website (in English). For more details about travelling in Germany go to the UK Foreign Office travel advice for Germany Covid rules in Germany Wearing a medical-grade mask remains a legal requirement in retail outlets and on public transport. You are also asked to maintain social distancing wherever possible in public. Proof of vaccination recovery from infection or a negative test (up to 24 hours old for LFT/antigen testing or 48 hours old for PCR testing) is required for entry into various venues including: hotels (test on arrival and twice a week during the stay) indoor hospitality indoor venues such as fitness studios swimming baths or sports halls barbers hairdressers or beauty salons Germany (like all EU countries) accepts the NHS Covid Pass as proof of vaccination and/or recovery from Covid along with Scotlands NHS Covid Status Pass or Northern Irelands COVIDCert NI app - these can be presented either in digital form on a phone or printed (as long as its dated after 1 November 2021). Additional local rules may also apply depending on the region you are visiting. More information can be found on the German Tourist Board’s website. Return to UK Everyone aged 12 and over travelling to the UK must fill in an online passenger locator form before they depart. Adults can complete the form for under-18s travelling with them. If you qualify as fully vaccinated you do not need to take any tests either before or after you arrive in the UK nor is there any need to quarantine. The same rules apply for travellers under the age of 18. If you are 18 or over and not fully vaccinated: you will need to show proof of a negative Covid-19 test taken in the two days before you travel to the UK you will need to book and pay for a PCR test to be taken within two days of arrival in the UK. This must be booked with a private provider before you travel you do not have to quarantine unless your PCR test is positive End of Germany Covid map: Where are cases the highest? How are travel rules being relaxed?]
Six Nations: France 30-24 Ireland - hosts take control of championship with heavyweight win,France cement their position as Six Nations favourites by holding off Ireland in a pulsating heavyweight encounter at the Stade de France.,]
Mali soldiers killed days after France announces exit,"Eight soldiers died in a rebel attack in the north-east of the country, the army says.",Mali soldiers killed days after France announces exit Published 19 February Share Related Topics Mali coup IMAGE SOURCE AFP Image caption The army says soldier were looking for a rebel base when they came under attack (archive photo) The army in Mali says eight of its soldiers have been killed and five are missing after an attack by rebels in the north-eastern Archam region. The fighting comes days after France and its allies said they were withdrawing their forces from Mali. An army statement said that in response to this latest attack the Malian air force killed 57 militants. It said the soldiers were searching for rebel hideouts when they came under fire from unidentified armed men. There has been regional and international concern for Malis security following the expulsion of French troops as well as the foothold gained by Russian mercenaries in the region. This week alone locals told AFP new agency that 40 civilians had been killed in the same region of Archam where rival Islamist groups including Islamic State operate. Mali has been grappling with jihadist unrest for years prompting huge protests in 2020 against then-President Ibrahim Boubacar Keïta who was ousted by coup leaders promising to restore security. Q&A: Why are French troops leaving Mali? ANALYSIS: Why France faces so much anger in West Africa EXPLAINER: Russian mercenary plan triggers alarm in West Africa Since then countrys new military leaders have had a series of disagreements with former colonial power France which saw them reneging on an agreement to hold democratic elections this year and expelling the French ambassador when he objected. It culminated in Mali ordering France to withdraw all of its troops after almost 10 years fighting the jihadist threat. Bolstered by soldiers from other Western nations the Mali joint mission - called the Takuba Task Force - will now move a short distance across the border to Niger remaining relatively close their current base. Nigers president said on Friday that the countrys borders would likely be more vulnerable to jihadist militant activity following the withdrawal of French forces and their allies from Mali. Earlier this week he and other West African leaders met with French President Emmanuel Macron ahead of the announcement of the withdrawal of forces from Mali during which they agreed that the troops would relocate to countries in the region. Media caption The BBCs Anne Soy considers the impact of Frances decision on the fight against jihadists in the Sahel]
Super League: Toulouse 14-42 Huddersfield Giants - Ian Watson's side rack up seven tries in south of France,Huddersfield start the season with seven tries in the south of France as they outplay Super League new boys Toulouse.,]
"Six Nations 2022: France v Ireland preview, team news & key stats","Team news, match preview and statistics for Saturday's match between France and Ireland at the Stade de France",]
France's Mali withdrawal: How the fight stands against Sahel jihadists,The BBC's Anne Soy considers the impact of France's decision to withdraw troops from Mali.,]
"Six Nations LIVE: France v Ireland score, commentary & updates",Reaction after title favourites France hold off Ireland's fightback in thrilling Six Nations victory in Paris.,]
Six Nations: France v Ireland - Johnny Sexton out with hamstring injury,Captain Johnny Sexton will miss Ireland's Six Nations game against France on Saturday after injuring his hamstring in training.,]
Six Nations 2022: Johnny Sexton on Ireland v France,Ireland captain Johnny Sexton says it is a pleasure to be part of an Ireland squad that is on a winning roll as they prepare to face highly fancied France in Paris on Saturday.,]
Frances Finn: 06/03/2022,"Frances brings you music, news, conversation and our weekly Sunday Service.",Unknown
"Winter Olympics: Clement Noel wins slalom gold for France, GB's Dave Ryding 13th","France's Clement Noel wins slalom gold, with Britain's Dave Ryding finishing in 13th place.",Unknown
Under-20 Six Nations LIVE: Watch France v Ireland plus score,Watch live coverage as France host Ireland in the Under-20 Six Nations.,Unknown
Six Nations 2022: France v Ireland 'the crunch game' - Eddie O'Sullivan,"Former Ireland coach Eddie O'Sullivan says the match between Andy Farrell's side and France in Paris is ""probably the crunch game of the tournament"".",Unknown
"HARDtalk: Bruno Le Maire - Economy and Finance Minister, France",Stephen Sackur speaks to French finance minister Bruno Le Maire.,Unknown
House of Commons: Trade Dispute with France Urgent Question,Question on how the UK will work with French officials to avoid a trade dispute.,Unknown
Floyd on France: Pays Basque,"Keith visits Biarritz and prepares Piperade, a traditional Basque dish. (1987)",Unknown
Floyd on France: Perigord,Keith Floyd journey starts in the Dordogne where he makes a Perigordian salad. (1987),Unknown
Six Nations 2022: France 37-10 Italy - Gabin Villiere scores hat-trick for hosts,Six Nations favourites France pull away from a spirited Italy in Paris to open their campaign with a bonus-point win.,Unknown
Six Nations 2022: Gabin Villiere scores hat-trick as France thrash Italy,Watch highlights as France score five tries to beat Italy 37-10 in Paris with a hat-trick from wing Gabin Villiere in the opening weekend of the 2022 Six Nations.,Unknown
Seven dead after explosion and fire on France's south-west coast,Two children are among the dead in the incident in the seaside town of St Laurent-de-la-Salanque.,Seven dead after explosion and fire on Frances south-west coast Published 14 February Share IMAGE SOURCE AFP Image caption Frances interior minister said that until emergency services finish their search for survivors the current death toll was only provisional. At least seven people including two children have died in a fire caused by a huge explosion in south-west France. Several buildings were set ablaze on both sides of a street in the seaside town of St Laurent-de-la-Salanque after a blast was heard at 01:30 local time (00:30 GMT) on Monday. Firefighters are still searching for victims in two small blocks of flats damaged by the fire. The cause of the original explosion is not yet known. Frances Interior Minister Gérald Darmanin who visited the scene of the accident on Monday afternoon said the current death toll of seven was only provisional while emergency services continued to search for survivors. Prosecutors currently don\t have any crucial information to determine whether this was accidental or criminal he added. The Pyrénées-Orientales regions fire department attended the scene after receiving a call following an explosion in commercial premises which it said subsequently set fire to the apartments above. The buildings were ravaged by the flames. It was a total panic 59-year-old local resident Nadine Bret told AFP. IMAGE SOURCE AFP Image caption Local residents reported hearing a loud explosion overnight before seeing large flames According to local media reports around 20 people were injured in the fire. One man in his 30s has been taken to hospital in critical condition after he jumped out of a second-storey window in order to escape the fire. The local town hall said that some of those evacuated by firefighters had been provided with accommodation. Our hearts go out to the victims and their families it said in a statement. We will mobilise to help them as best we can in these most tragic circumstances. Related Topics France]
"Six Nations 2022: France's Wigan defence, New England and under-rated Wales",A round-up of the experts' views on the key talking points from the second round of the Six Nations.,Unknown
Winter Olympics: France's Lefevre faced some roaring competition in New Zealand's Sadowski-Synnott,France's Lucile Lefevre competes in the snowboard slopestyle competition dressed as a tiger at the Winter Olympics to mark her retirement from competitive sport.,Unknown
"Go Jetters: Series 1: The Eiffel Tower, France",Grandmaster Glitch breaks the Eiffel Tower when he uses it as a TV aerial.,Unknown
Absolutely Fabulous: Series 1: France,"Edina and Patsy head to Provence on holiday, but things do not go as expected.",Unknown
Floyd on France: A Farewell to France,Keith Floyd retraces his steps in all the regions in which he has filmed. (1987),Unknown
Floyd on France: Brittany,Keith meets his friend Jacques Yves Cadiou and they cook a Brittany beef stew. (1987),Unknown
Floyd on France: Alsace,Keith takes a balloon trip to the Munster valley which is famous for its cheese. (1987),Unknown
Floyd on France: Burgundy,Keith Floyd visits Gevrey-Chambertin and Dijon in Burgundy. (1987),Unknown
"Six Nations: France v Italy preview, team news & key stats","Team news, match preview and statistics for Sunday's Six Nations match between France and Italy at the Stade de France in Paris.",Unknown
Ivory Coast and South Africa to face France in March,Ivory Coast and South Africa will play World Cup holders France in friendlies in March.,Unknown
Winter Olympics: France's Gabriella Papadakis and Guillaume Cizeron win gold in ice dancing,"French figure skating duo Gabriella Papadakis and Guillaume Cizeron win ice dance gold with a ""breathtaking"" routine.",Unknown
Six Nations 2022: Antoine Dupont will captain France against Italy,"World Player of the Year Antoine Dupont will captain Six Nations favourites France against Italy on Sunday, while coach Fabien Galthie has Covid-19.",Unknown
