title,summary,contents

Ukraine war latest: Explosions hit in strategic southern port of Odesa,The blasts come as Russia refocuses its military effort to a swathe of territory in the east of Ukraine.,]

Global Questions: Ukraine crisis: What next for Europe?,Fears are growing the war in Ukraine could spill into Poland and change Europe forever,Unknown

House of Commons: Urgent Question on the Homes for Ukraine Scheme,"Urgent question on the Homes for Ukraine scheme, from Thursday 31 March.",Unknown

House of Commons: Urgent Question on Rape as a Weapon of War in Ukraine,"Urgent question on rape in the Russian invasion of Ukraine, from Thursday 31 March.",Unknown

Homes for Ukraine: These people did not ask for war,Jacquie Clayton has welcomed two sisters into her house under the Homes for Ukraine scheme.,Homes for Ukraine: These people did not ask for war Published 3 days ago Share Related Topics Russia-Ukraine war IMAGE SOURCE JACQUIE CLAYTON Image caption Svitlana (left) and Yulia (right) have been welcomed into Jacquie Claytons Edinburgh home A woman who flew to Poland to help refugees fleeing Ukraine has welcomed two sisters from the war torn country into her Edinburgh home. Jacquie Clayton travelled to Krakow to help out in a soup kitchen as the humanitarian crisis unfolded. There she witnessed absolutely heart-breaking scenes which convinced her to join the Homes for Ukraine scheme. And on Sunday Svitlana and Yulia Derkach arrived in Scotland to stay with Ms Clayton and her husband Colin. So far 2700 visas have been issued for refugees coming to the UK as part of the initiative - fewer than 10% of the 28300 applications made in the schemes first 15 days. Ms Clayton had been critical of the bureaucracy faced by applicants but she told BBC Scotland of her relief that Svitlana 25 and 18-year-old Yulia were finally safe. The sisters are originally from Zhytomyr a city about 120km (75 miles) west of Kyiv. They were both based in the Ukrainian capital when the Russian invasion was launched on 24 February. But their parents have stayed behind to look after elderly relatives despite the region coming under heavy bombardment. Homes for Ukraine: 2700 visas issued government reveals How to sponsor Ukrainian refugees How many people have fled Ukraine? After Ms Clayton signed up for the scheme Svitlana got in touch with her and they built up a rapport on WhatsApp. She shared pictures of her family home and Edinburgh before they met for the first time. And Ms Clayton hopes others with spare rooms in their home will do the same. She said: I think we have seen enough on TV. These people did not ask for war. This should never have happened in the 21st century. All they are looking for is sanctuary and safety. IMAGE SOURCE GETTY IMAGES Image caption Intense daily bombing has left many of Zhytomyrs residents homeless Svitlana believes she has found both in Scotland. She said: We are very relieved. We are happy we are safe now and our parents don\t have to worry about our safety. Svitlana was working as a paralegal when Russia launched the invasion that she never imagined was possible. She said: It was really a shock to wake up from my father\s call at 5am to say: \The war has started. Pack your things and get out of the city\. It was really hard to stay in Kyiv and very dangerous. She also had to endure the fear and uncertainty of what was unfolding in her home region where school buildings and key infrastructure have been destroyed. Since the weekend Svitlana has been overwhelmed by the welcome her and her sister have received from the Clayton family. She said: We are very happy and very lucky. I did not expect such kindness from strange people I met on the internet. Their support is unbelievable. IMAGE SOURCE DERKACH FAMILY Image caption Svitlana and Yulia Derkach with their parents in Ukraine Yulia was studying geography and English at a university in Kyiv when the conflict started. She admitted the experience of moving to a new country at a time of great uncertainty in her homeland had been stressful. But Yulia added: The moment I saw our sponsors I felt really relieved because they met us with such warmth and love and I did not expect this. Ms Clayton hopes the young women will become lifelong friends and that she will be able to one day visit them in Ukraine. In the meantime she is showing them around Edinburgh. And next week they will attend a concert by singer-songwriter Jack Savoretti at the citys Usher Hall. Ms Clayton said: I want them to have as normal a life as possible while they are here. War in Ukraine: More coverage LIVE: Latest updates from Ukraine SURVIVAL: They wont tell me how many bullets were in me SHOOTING: Does video show Ukrainian war crime? READ MORE: Full coverage of the crisis]

Watch Fifa World Cup Qatar 2022 draw LIVE: England and Scotland/Wales/Ukraine in same group,"England will face Iran, USA and Scotland, Wales or Ukraine in the 2022 World Cup.",Unknown

"Ukraine war to halve global trade growth, warns WTO",The World Trade Organisation says ongoing pandemic-related supply chain problems are also hurting growth.,Ukraine war to halve global trade growth warns WTO By Jonathan Josephs Business reporter BBC News Published 1 day ago Share Related Topics Russia-Ukraine war IMAGE SOURCE EPA Image caption The WTOs director general Dr Ngozi Okonjo-Iweala is worried that a food crisis is brewing The Ukraine war has led the World Trade Organization (WTO) to cut its global trade growth forecast for this year. The previous 4.7% growth forecast has been cut to 2.5% due to the impact of the war and related policies said WTO boss Dr Ngozi Okonjo-Iweala. The cut is also linked to continuing global supply chain problems that started as a result of the pandemic. She said disruptions would make food more costly saying my worry is that we have a food crisis that is brewing. Dr Okonjo-Iweala told the BBC that although Russia and Ukraine only make up about 2.5% of global merchandise exports they are very very significant in certain sectors. The first worry of course is for the people of Ukraine who are being displaced and] not having enough food to eat she said. Ukraine war could hit global growth OECD warns Five ways the Ukraine war could push up prices The economic cost of Chinas zero-Covid policy She added the global economy was going to suffer some severe consequences and said poorer countries would particularly feel the impact of the shortages and the supply constraints on food. Supplies of many food products including wheat and corn have been affected following Russias invasion of Ukraine. Industry groups have warned the EU faces a shortage of sunflower oil. In total 46.9% of global exports come from Ukraine and 29.9% from Russia according to S&P Global but with Ukraines ports closed it is struggling to export it. I\m truly worried about looming hunger particularly in poor countries that can least afford it Dr Okonjo-Iweala warned. Using Africa as an example the former Nigerian finance minister said 35 of 55 countries there imported wheat and other grains from Russia and Ukraine and 22 imported fertiliser. Work being done by the African Development Bank now shows that in many countries food prices are rising by 20% to 50% already she said. However Dr Okonjo-Iweala said she was hopeful there were solutions to the supply problems. She said in the short term countries could be changing our dietary tastes to eat more homegrown products. She added in the longer term Africa was investing in heat tolerant varieties of wheat and other crops as it adapts to climate change. Media caption Watch: Ros Atkins on why the war in Ukraine is pushing up food prices - and the likely impact on poorer countries As well as food prices surging the cost of other commodities have hit record highs amid concerns the war and economic sanctions on Russia will lead to supply disruptions. Russias mining industry is hugely important for many substances such as palladium where it is responsible for 40% of global production of the metal that is essential for carmakers. Even before the war in Ukraine the pandemic had caused a mismatch between supply and demand in many industries which pushed prices up and the International Monetary Fund has warned that soaring inflation will reduce global economic growth this year. In the short to medium term I think that we are going to see these inflationary pressures continue Dr Okonjo-Iweala said. Trade battle with Russia Trade has become a key tool many countries have used to pressure President Vladimir Putin over his decision to invade Ukraine. Ukraine has cut economic ties with Russia and led calls for it to be suspended from the WTO because of the war. However no country has ever been expelled from the WTO something the Director-General said is not an easy thing to do. She says there is no mechanism to kick Russia out despite some leading international trade lawyers disagreeing. You can watch Dr Ngozi Okonjo-Iweala\s full interview on Talking Business with Aaron Heslehurst this weekend. Viewers in the UK can watch the show on Sunday at 15:30 on the BBC News Channel. In other countries it will be on BBC World News at Saturday at 23:30 GMT Sunday at 05:30 & 16:30 GMT and Monday at 07:30 & 16:30 GMT]

Homes for Ukraine: Visas for 210 Ukrainians to flee to Scotland,"With more than four million people displaced by war, Nicola Sturgeon says the figure is ""woefully small""",Homes for Ukraine: Visas for 210 Ukrainians to flee to Scotland Published 1 day ago Share Related Topics Russia-Ukraine war IMAGE SOURCE GETTY IMAGES Visas have been issued for 210 Ukrainians to travel to Scotland under the Homes for Ukraine scheme. About 32200 applications have been made to the UK government scheme which is open to refugees with a named sponsor. However with more than four million Ukrainians displaced by war the First Minister Nicola Sturgeon said the figure was woefully small. The UK government said applications were processed as quickly as possible. Since the Homes for Ukraine sponsorship scheme launched on 14 March a total of 4700 visas - less than 15% of applications - have been issued in the UK. Another 24000 visas - about 75% of the 32800 applications - have been issued to Ukrainians with family in the UK under a separate scheme. Refugee host: These people did not ask for war How can I offer a UK home to Ukrainian refugees? Super sponsor scheme opens for Ukrainian refugees The aim of Homes for Ukraine was to allow individuals charities community groups and other organisations to sponsor refugees housing them in their homes or buildings. The Scottish government said it wanted to be a super sponsor of Ukrainian refugees and vowed to provide people fleeing the war with temporary accommodation until a longer-term place can be found. A total 210 visas have been issued through the scheme so far - 180 visas to those who had an individual sponsor in Scotland and 30 who had applied to be sponsored through the Scottish governments super sponsor initiative. Woefully small number of visas granted Speaking after the new figures were published on Friday Nicola Sturgeon said the figure isn\t good enough. The process of translating applications into visas is unacceptably slow she added. The UK government is letting the people of Ukraine down and also letting down people across Scotland who have opened their homes. The UK requires the refugees to have a visa before they enter unlike other European countries which have waived the checks to speed things up. Ms Sturgeon added: It is neither reasonable nor morally acceptable to expect people fleeing a brutal invasion to go through the bureaucratic processes being put in their way and wait weeks to be given a visa. We have called for the need for visas to be waived by the UK government] so displaced people could immediately reach a place of safety just as our European neighbours have done. IMAGE SOURCE GETTY IMAGES A spokesman for the UK government said: We are moving as quickly as possible to ensure that those fleeing Ukraine can find safety in the UK through the Ukraine Family Scheme and Homes for Ukraine. We have streamlined the process so valid passport holders do not have to attend in-person appointments before arriving in the UK simplified our forms and boosted caseworker numbers while ensuring vital security checks are carried out. We continue to speed up visa processing across both schemes with over 29000 visas issued in the last three weeks alone and thousands more expected to come through these uncapped routes. The UN refugee agency said more than four million refugees have now fled Ukraine since Russia launched its war in the biggest refugee crisis since World War Two. War in Ukraine: More coverage BATTERED CITY: Mariupol refugees carry wounds WATCH: Syrians signing up for Russia BASICS: What does Putin want? READ MORE: Full coverage of the crisis]

War in Ukraine: Russia accuses Ukraine of attacking oil depot,"Russia claims a Ukrainian helicopter raid set fuel tanks ablaze in Belgorod, a Russian city.",War in Ukraine: Russia accuses Ukraine of attacking oil depot Published 1 day ago Share Related Topics Russia-Ukraine war Media caption WATCH: Firefighters tackle a blaze at an oil storage depot in Belgorod which Russia says was attacked An oil storage depot was set on fire in a Russian city just north of Ukraine after what Russia described as an attack by two Ukrainian helicopters. A video shared on Twitter showed a blaze near apartment blocks in Belgorod 40km (25 miles) from the border. Some clips appeared to show rockets hitting the oil depot. Ukraines top security official however denied Ukrainian forces were behind the attack. For some reason they are saying we are behind it. This does not correspond to reality security council secretary Oleksiy Danilov said. Ukrainian aircraft have not struck targets in Russia previously. Yet Belgorod governor Vyacheslav Gladkov accused Ukraine of launching the attack and later Russian defence ministry spokesman Igor Konashenkov gave details. He said that at around 05:00 Moscow time (02:00 GMT) two Ukrainian Mi-24 helicopters entered Russian airspace at extremely low altitude and launched a missile attack on a civilian oil storage facility on the outskirts of Belgorod. Some storage tanks were damaged and caught fire he said. The oil storage facility has nothing to do with the Russian armed forces he said. President Vladimir Putin\s spokesman said the incident cannot be perceived as creating comfortable conditions for continuing the talks with Kyiv. So far those peace talks have made little progress. The spokesman Dmitry Peskov said Russia was now trying to reorganise the fuel supply chain to prevent disruption of Belgorods energy supplies. The city of 370000 lies just north of Ukraines second city Kharkiv which has been heavily shelled by Russian artillery and remains surrounded by Russian forces. Governor Gladkov said in a Telegram message that nobody was killed at the oil depot which is run by Russian state oil firm Rosneft. He said emergency workers were trying to contain the fire and there was no threat to residents. The emergencies ministry posted video of the blaze on Telegram. Russias Interfax news agency reported that residents nearby were evacuated and two people were injured at the depot. It said eight fuel tanks were on fire and nearly 200 firefighters were on the scene. Queues of cars later formed at local petrol stations but Mr Gladkov said Belgorods fuel supplies were still plentiful. Russias RIA Novosti news agency says the blaze in three of the tanks has been extinguished but there is still a risk of the fire spreading. On 29 March several explosions were reported at an ammunition depot near Belgorod. Commenting on the oil depot blaze Ukrainian defence ministry spokesman Oleksandr Motuzyanyk said Russian aggression was being resisted on the territory of Ukraine. It does not mean that Ukraine has to bear responsibility for all those catastrophes and all those events that happen on the territory of the Russian Federation. This is not the first time we have seen such accusations. So dear friends I will neither confirm nor deny this information he said. Ukraine is yet to claim responsibility for this attack but if it were confirmed it would be the first time that Ukrainian aircraft have flown into Russian airspace to hit a target. bringing the war home to Russia. Ukrainian helicopter pilots have plenty of experience of flying low and fast to avoid being detected by military radar and air defence systems. Theyve been doing exactly that in the Donbas region in eastern Ukraine for years. I experienced and witnessed the extraordinary skills of the Ukrainian military pilots in 2018 - flying barely metres above the tree line and telegraph poles. But if these unconfirmed reports are correct - flying at night well into Russian territory to launch an attack on an enemy fuel depot would have required extraordinary bravery - as well as finely-honed flying skills. Low-flying helicopters are still vulnerable to short-range air defence systems. Flying at night would have lessened that risk but heightened the danger of hitting an object near the ground. The Mi-24 or Hind helicopter is known as the flying tank. Its rockets would have been the weapon deployed to target the oil depot in Belgorod Russia. This alleged attack alone will not dramatically alter the battle. But it could show Ukraine has managed to keep its air force functioning and give a huge boost to the morale of Ukraines military. A well-known Ukrainian journalist in Kyiv Yury Butusov posted on Facebook that it was a missile attack at 05:50 local time (02:50 GMT) by two Ukrainian Mi-24 combat helicopters which flew from Ukraine to Russian Belgorod over low altitudes inconspicuous for Russian anti-aircraft defence. Vladimir Soloviev host of a staunchly pro-Kremlin current affairs programme on Russian state TV asked in a tweet: Question. Who is in charge of the Belgorod air defences? Have the bases of the helicopters that delivered this strike been destroyed? When will a safe zone be set up in Belgorod region? IMAGE SOURCE RUSSIAN EMERGENCIES MINISTRY/REUTERS Image caption Several fuel tanks are ablaze Russian media report War in Ukraine: More coverage LIVE: Latest updates from Ukraine BATTERED CITY: Mariupol refugees carry wounds WATCH: Syrians signing up for Russia BASICS: What does Putin want? READ MORE: Full coverage of the crisis]

Ukraine: GCHQ chief warns China over 'alignment' with Russia,Beijing is told its interests will not be served by an alliance with Moscow after Ukraine invasion.,Ukraine: GCHQ chief warns China over alignment with Russia Published 3 days ago Share Related Topics Russia-Ukraine war IMAGE SOURCE REUTERS Image caption Vladimir Putin and Xi Jinping at a meeting in Brazil in 2019 China should not become too closely aligned with Russia following the invasion of Ukraine the head of UK cyber-intelligence GCHQ has warned. Sir Jeremy Fleming said Chinas long-term interests are not served by an alliance with Moscow. In a rare public address during a visit to Australia Sir Jeremy also said Russia had massively misjudged the situation in Ukraine. He said Vladimir Putin\s advisers are afraid to tell him the truth. Putin advisers too scared to tell him truth - US US warns China against helping Russia in Ukraine Ukraine War: Putin demands Mariupol surrender to end shelling Why has Putin invaded? Sir Jeremy said China\s aspirations to become a leading player on the global stage were not well served by close alliance with a regime that wilfully and illegally ignores international rules. The speech at the Australian National University in Canberra comes after Downing Street said Boris Johnson had a frank and candid discussion with China\s President Xi Jinping last week. Sir Jeremy said that Russian President Vladimir Putin has made a clear strategic choice to align with China as it grows more powerful in opposition to the United States. He said the Kremlin regards China in the current crisis as a supplier of weapons technology and a potential market for its oil and gas. IMAGE SOURCE GETTY IMAGES Image caption GCHQ Director Jeremy Fleming was speaking in Australia But Sir Jeremy suggested President Xi has a more nuanced view of the relationship. Russia understands that long term China will become increasingly strong militarily and economically. Some of their interests conflict; Russia could be squeezed out of the equation. Meanwhile echoing comments from US and Ukrainian officials the GCHQ boss said Mr Putin underestimated the strength of the coalition his actions would galvanise. He under-played the economic consequences of the sanctions regime. He over-estimated the abilities of his military to secure a rapid victory. However Sir Jeremy said the extent of these misjudgments must be crystal clear to the regime. War in Ukraine: More coverage LIVE: Latest updates from Ukraine SURVIVAL: They wont tell me how many bullets were in me SHOOTING: Does video show Ukrainian war crime? READ MORE: Full coverage of the crisis Related Topics Russia-UK relations Russia-Ukraine war GCHQ China]

House of Lords: Ukraine Statement,"A statement updating peers on Russia's invasion of Ukraine, on Wednesday 30 March.",Unknown

"Sunday Supplement: Ukraine, Wales constitutional future & Falkands","Political news, discussions and analysis, plus a review of the Sunday papers.",Unknown

Ukraine round-up: Little progress in peace talks as shelling continues,"No breakthrough, says Russia, while Ukraine says Russia has broken a promise to pull back troops.",Ukraine round-up: Little progress in peace talks as shelling continues Published 3 days ago Share Related Topics Russia-Ukraine war IMAGE SOURCE EPA Image caption Chernihiv has no electricity water supply or heat the regional governor told the BBC A quarter of Ukraines people have fled their homes in the 35 days since the war began. And despite high hopes peace talks in Istanbul have reportedly failed to provide even a respite in the fighting let alone a breakthrough. Both sides are in Turkey for the talks with high expectations set on Tuesday. But Kremlin spokesman Dmitry Peskov has since said that while the Ukraine side had set out proposals on paper there was nothing promising in terms of signs of a breakthrough. Ukraine said it could become a neutral state - with security guarantees - to assuage Russias fears it might join the Western military alliance Nato. But Russia dismissed Ukraines proposal for talks about Crimea which Russia annexed by military means in 2014. And as the talks went on officials in Ukraine said there had been no let-up in attacks on the northern city of Chernihiv despite a Russian pledge to reduce military activity there. The governor of the Chernihiv region Viacheslav Chaus told the BBC that the city had experienced a tense night while residents said shelling had continued into Wednesday. Read more about how the effort to boost mutual trust in the peace talks did not turn out as planned. A quarter of Ukrainians have fled their homes IMAGE SOURCE REUTERS Image caption Refugees wait at a temporary shelter in Poland More than four million people have now fled Ukraine to escape Russias invasion and more than six million are displaced inside the country according to the latest United Nations figures. That means at least a quarter of the population have had to abandon their homes because of the war. Its the biggest refugee crisis in Europe since World War Two - Poland alone has received 2.3 million Ukrainian refugees. The BBCs Imogen Foulkes in Geneva says there can be no quick fix to such a major humanitarian crisis. Europes unity and generosity will be needed not for weeks but possibly years she adds. Putin demands Mariupol surrender to end shelling Russian President Vladimir Putin has said that shelling of the besieged Ukrainian city of Mariupol will only end when Ukrainian troops surrender. Mr Putin made the comments during an hour-long phone call with French President Emmanuel Macron on Tuesday night the Kremlin said in a statement. But French officials said the Russian leader had agreed to consider plans to evacuate civilians from the city. It comes as new satellite photos showed the destruction caused by the shelling. The images released by the Earth observation company Maxar showed that residential areas have been reduced to rubble and highlighted Russian artillery cannons in firing positions on the outskirts of the city. IMAGE SOURCE MAXAR How are Russians getting news about the war in Ukraine? IMAGE SOURCE REUTERS Image caption Marina Ovsyannikova an editor at state-controlled Channel 1 was detained after she ran onto a news set holding a sign saying no war The situation in Russias media is unprecedented. Restrictions on reporting are increasingly severe and access to almost all independent outlets is blocked or limited - or they censor themselves. For most Russians television remains the main source of the news. It is firmly controlled by the Kremlin and pumps out relentless pro-war propaganda. Ukrainians are said to shell their own cities and Russian troops are presented as liberators. There is more variety of opinion in the print press but it still largely sticks to the Kremlin line. The independent newspaper Novaya Gazeta suspended operations on 28 March after receiving warnings from Russias media watchdog Roskomnadzor. But while many independent online outlets are blocked restrictions are relatively easy to get around for internet-savvy Russians familiar with tools like virtual private networks (VPNs). The Meduza and Mediazona websites operate from outside Russia and staff have told authorities in Moscow that they will not silence us. Read more about the Russias war-time media landscape here. The Syrians signing up to fight for Putin Media caption Watch: The Syrians signing up to fight for Russia Russia says it has signed up some 16000 recruits from the Middle East to fight with its forces in Ukraine and social media in Syria has been flooded with requests for people to join Russian troops in return for up to $7000 (£5330). One former Syrian regime soldier who has been offered thousands of dollars to fight in the war told BBC News Arabic that his countrys broken economy means hundreds of Syrians are putting themselves forward. War in Ukraine: More coverage LIVE: Latest updates from Ukraine SURVIVAL: They wont tell me how many bullets were in me SHOOTING: Does video show Ukrainian war crime? READ MORE: Full coverage of the crisis]

"Scotland-Ukraine World Cup game likely to go ahead, expert says",Some of Ukraine's top players have now been allowed to leave the country ahead of the match in June.,Scotland-Ukraine World Cup game likely to go ahead expert says Published 1 day ago Share Related Topics Russia-Ukraine war IMAGE SOURCE GETTY IMAGES Image caption Ukraine are bidding to reach their second mens World Cup finals It is increasingly likely that Scotlands World Cup qualifier against Ukraine will go ahead in June a Ukrainian football expert has said. The match had been due to be played at Hampden last week with the winner then playing Wales for a place in the tournament in Qatar later this year. It was rescheduled for June after Russia invaded but there have been fears Ukraine would not be able play. Journalist Andrew Todos said he believed the game would go ahead. Many of Ukraines top international players play in their domestic league and all men aged between 18-60 had been banned from leaving the country under its martial law rules. However Mr Todos told BBC Radio Scotlands Lunchtime Live programme that players from Dynamo Kiev - one of Ukraines biggest clubs - had now been given special permission by the ministry of sport to play friendly matches outside of the country. Not yet qualified but Scots await World Cup draw Scotland v Ukraine postponed The Ukrainian football expert said: Over the next few weeks or couple of months they\ll be playing - apparently - against sides such as Legia Warsaw Steaua Bucharest Paris Saint-Germain and some other sides have agreed in principle to play them and raise money for the Ukraine humanitarian aid. The fact that the team has been allowed to leave - I think there\s growing optimism that the Ukraine national team will be allowed to convene outside of Ukraine in the next month or so. The Scottish Football Supporters Association (SFSA) launched a petition last month calling for Ukraine to be allowed to qualify automatically for the World Cup without having to play any more matches. Its chairman Andy Smith said FIFA - which has already kicked Russia out of the tournament - had an opportunity to do the right thing even if it meant making it harder for Scotland to qualify. IMAGE SOURCE GETTY IMAGES Image caption Ukraine coach Oleksandr Petrakov is trying to set up a training camp for his team ahead of the match with Scotland Mr Todos said the Ukrainian squad was keen to qualify for the tournament by winning on the pitch. He said: The Ukraine captain has already said as long as we\ve got arms and legs we want to finish this on the pitch - we\ll let our soldiers do what they\re doing on the battlefield and we can do this for them. I think the logistics are in place for them to get the kit out to get the training staff out. All that remains is to work out where Ukraine will be based the few weeks before the match starts. Scotland coach Steve Clarke said last week that it was difficult to see the game being played in June because of the war. He said: It\s not just the fixture it\s the fact they need to get together have a training camp and get all their players on the pitch with a proper period of time to prepare for such an important game. His Ukrainian counterpart Oleksandr Petrakov has told the Guardian that he was trying to arrange a training camp for his players outside of the country possibly in the UK ahead of the match. He said his team - many of whom have been unable to play or train since the invasion - would need to play five or six practice matches to return to full fitness without which it would be very hard to get to play with Scotland. Both Scotland and Ukraine will be included in Fridays World Cup draw despite neither having yet qualified for the tournament which will be played in November. Related Topics Russia-Ukraine war]

The Compass: Media Front: Media Front: Ukraine,How geo-political forces are shaping the media landscape in Ukraine,Unknown

Dynamo Kyiv to play top European clubs to raise money for Ukraine,"Barcelona, Paris-St Germain and AC Milan are among the teams who will play Dynamo Kyiv in charity fixtures.",Unknown

Newshour: Ukraine war: attack on Russian oil depot,Russia says Ukrainian helicopters attacked an oil depot in Belgorod,Unknown

Ukraine: Goudhurst opens its homes to refugees,People in Goudhurst are working together to offer shelter to 16 families made homeless by the war.,Ukraine: Goudhurst opens its homes to refugees Published 1 day ago Share Related Topics Russia-Ukraine war IMAGE SOURCE REUTERS Image caption Thousands of Ukrainian civilians have fled following the Russian invasion Sixteen families from Ukraine are being offered shelter in a Kent village. People in Goudhurst are working together to bring them to the UK under the Home Office scheme to house refugees fleeing the war with Russia. The work is being aided by one of the Kent villagers who is Ukrainian and who has helped translate forms. Vika Gallacher said the Ukrainian families are incredibly touched and so grateful for this opportunity to be safe as Russian bombardments continue. One villager Jill Andrew has been video-calling a woman Anna who has fled to Poland with her mother and young son. The family will stay with her when they eventually reach Kent. Image caption The villagers of Goudhurst have been video-calling some of the Ukrainians they plan to welcome into their homes Ms Andrew said: The stories she tells living in basements for 10 days and then finally making it to safety but not being able to help family and friends who are still left behind it just brings home the reality of what\s happening to these people. On a recent video call Anna said: We don\t want anything except to survive to survive for our children and relatives. Jobs and a support network for the refugees have already been lined up ahead of their arrival which is expected in the coming days. Image caption Ukrainian Vika Gallacher lives in Goudhurst and has been helping with translations Alison Webster from Goudhurst Parish Council praised the villages community effort. She said: Seeing the TV pictures of what\s happening in Ukraine I think it\s really touched the hearts of the villagers and it\s such a small village. We all know each other so it\s quite easy for us to get together. Follow BBC South East on Facebook on Twitter and on Instagram. Send your story ideas to southeasttoday@bbc.co.uk.]

WorklifeIndia: Where does the Russia-Ukraine war leave India?,What is driving India’s policy on the international stage?,Unknown

Ukraine conflict: Russia to allow unauthorised imports from West,The decision is in response to Western sanctions and surging inflation since the war in Ukraine.,Ukraine conflict: Russia to allow unauthorised imports from West Published 3 days ago Share Related Topics Russia-Ukraine war IMAGE SOURCE GETTY IMAGES Image caption Russias prime minister said he wanted to saturate the market to create fast access to essential goods Russia is allowing imports without a trademark owners permission in reaction to sanctions that have halted an array of Western products. Prime Minister Mikhail Mishustin approved parallel imports as part of a fourth package of support for small and medium-sized businesses. The Wests response to Russias war has prompted a surge in inflation. The prime minister said until now goods could not be sold in Russia without the trademark owners authorisation. The aim of letting retailers import products without the companies\ permission he explained was to saturate the market so that people had fast access to necessary goods guaranteeing supply despite the unfriendly actions of foreign politicians. Lists of products were to be co-ordinated with the ministry of industry and trade Mr Mishustin said in a televised address. Russian reports indicate they will focus on consumer products where prices have risen. Annual inflation has soared this week to 15.66%. Sugar in particular has been hit by price rises and shortages and Russias anti-monopoly service said it was investigating the countrys five biggest producers. In a bid to prop up the currency Russia announced last week that unfriendly countries would have to pay for their natural gas in roubles from Thursday. The EU has rejected the idea and Germany said Chancellor Olaf Scholz had been told that Europe would be able to continue paying in euros to a Russian bank not under sanctions which would then convert the money into roubles. Hundreds of global brands such as Apple and H&M have also either pulled out of the Russian market or halted sales since the invasion of Ukraine began on 24 February. Several companies have continued to provide basic nutrition and hygiene items. Sports shop Decathlon said this week it was only closing its shops because of supply chain problems while Nestle has suspended the sale of the vast majority of volume and sales in Russia. In a separate development Russian state institutions have been barred from buying foreign software from Thursday for so-called critical information infrastructure without prior government consent. The decree covers telecom and information systems used by government agencies as well as companies in defence healthcare transport energy and finance. War in Ukraine: More coverage LIVE: Latest updates from Ukraine SANCTIONS: What sanctions are being imposed on Russia? SURVIVAL: They wont tell me how many bullets were in me SHOOTING: Does video show Ukrainian war crime? READ MORE: Full coverage of the crisis]

Yorkshire-built armoured ambulances bound for Ukraine,The former British Army vehicles are being converted to support medics in the war-torn country.,Yorkshire-built armoured ambulances bound for Ukraine Published 1 day ago Share Related Topics Russia-Ukraine war Image caption Former British Army vehicles are being transformed at two factories in West and East Yorkshire Ex-British Army vehicles are being converted in Yorkshire into armoured ambulances for medics in Ukraine. Manufacturer Venari Group said it was transforming dozens of vehicles at its two factories in Goole and Brighouse. Ukraine is currently losing ambulances at an increasingly rapid rate of 10 per day the company said. Andrew Percy Conservative MP for Brigg and Goole said he was so proud that staff in his constituency were working round the clock on the project. The firm said the military-grade ambulances were designed to carry greater numbers of casualties and would provide ballistic protection from small arms fire on the front line. A spokesperson said: With all-terrain capability they will allow increased manoeuvrability for both paramedics and patients and allow medical teams to treat people who they may not otherwise be able to reach. Image caption The new ambulances are designed to carry greater numbers of casualties the firm says Venari Group CEO Oliver North said his staff were working 24 hours a day - throughout the weekend - to speed-up production time after being contacted by Mr Percy and staff at the Ukrainian embassy. As the UK\s oldest and largest ambulance builder we truly feel it is our duty to deliver on this project with as much passion precision and speed as we possibly can he said. Mr Percy said: Their efforts have been amazing and they should all be very proud of what they are doing to keep medical professionals and patients in Ukraine safe. Funding for the project has come from a number of wealthy Ukrainian businessmen and UK-based blue chip organisations. War in Ukraine: More coverage BATTERED CITY: Mariupol refugees carry wounds WATCH: Syrians signing up for Russia BASICS: What does Putin want? READ MORE: Full coverage of the crisis Follow BBC East Yorkshire and Lincolnshire on Facebook Twitter and Instagram. Send your story ideas to yorkslincs.news@bbc.co.uk.]

Ukraine war: Northern Ireland advice centres to open for refugees,"The four drop-in centres will provide refugees with help on health, education and employment issues.",Ukraine war: Northern Ireland advice centres to open for refugees By Mark Simpson BBC News NI Published 1 day ago Share Related Topics Russia-Ukraine war IMAGE SOURCE GETTY IMAGES/WOJTEK RADWANSKI Image caption There are no official figures for the number of Ukrainians who have come to Northern Ireland since the Russian invasion began in February Four advice centres are to be opened in Northern Ireland to help the hundreds of refugees who have arrived from Ukraine. The drop-in centres will provide help on health education and employment issues. They will be set up in Belfast Ballymena Craigavon and Newry. There are no official figures for the number of Ukrainians who have come to Northern Ireland since the Russian invasion began back in February. It is estimated that several hundred have arrived already. Most of them came to stay with relatives but Stormont officials say 40 visas have been issued in recent days under the Homes for Ukraine scheme to refugees who say they intend to come to Northern Ireland. Anyone in the UK who takes in a refugee will be entitled to a payment of £350 a month. Unprecedented task to help Ukrainian refugees How can Ukrainian refugees come to the UK? Those who take part in the scheme must commit to providing accommodation for at least six months. Since the scheme opened last month more than 7000 people in Northern Ireland have registered an interest. Ukrainians coming to Northern Ireland are entitled to free public transport as soon as they arrive for their journey to their final destination. Refugees will be asked to produce their passport of Ukrainian government ID for free travel on buses or trains. It is estimated that around 600 Ukrainians were living in Northern Ireland before the war broke out.]

