title,summary,contents
NI Protocol: Edwin Poots wants EU pressed on seeds importation rules,The agriculture minster wants more cereals and potatoes grown locally in response to the Ukraine war.,NI Protocol: Edwin Poots wants EU pressed on seeds importation rules By John Campbell BBC News NI Economics & Business Editor Published 10 March Share Related Topics Brexit IMAGE SOURCE PHOTOATTRACTIVE Image caption Northern Irelands agriculture minister wants more wheat barley and potatoes grown locally Agriculture Minister Edwin Poots has asked the UK government to press the EU to relax rules on importing agriculture seeds to Northern Ireland. Mr Poots says he wants farmers to grow more cereal crops and potatoes in response to the Ukraine war. Ukraine and Russia are major exporters of basic foodstuffs and the war has hit crop production driving up prices. The seeds trade comes under the Northern Ireland Protocol and involves an onerous import process. Mr Poots told the BBC: We\re looking at a situation where we\re going to have a shortage of wheat and barley and that will lead to all sorts of problems. So I want to see more wheat barley and potatoes grown in NI. You\ve grace periods on quite a number of things. I want grace periods on seeds and plants products. A simple guide to the Brexit border problem UK and EU determined to find durable solutions The NI Protocol and its economic impact The Ulster Farmers Union (UFU) has previously complained that new inspection and certification processes were limiting the varieties of seed available from Great Britain. The organisation has also said it was becoming uneconomical to order smaller quantities of seeds. Under the protocol there is an outright prohibition on moving seed potatoes from Great Britain to Northern Ireland. Northern Ireland produces relatively little cereal with agriculture more focused on livestock. IMAGE SOURCE REUTERS Image caption The Republic of Ireland imports about 5.5m tonnes of grain a year equivalent to 60% of supply Official figures suggest that in 2020 only about 1% of farms in Northern Ireland were classified as being predominately cereal producers. The total output of field crops was estimated at £62m whereas livestock output was estimated at £1.8bn. Earlier this week Irelands minister for agriculture Charlie McConalogue had called on farmers to grow more cereal crops. Ireland imports about 5.5m tonnes of grain a year equivalent to 60% of supply. Minister McConalogue said it was fortunate that Ireland was still early in the planting season providing the opportunity to grow more grain. However farm organisations have been lukewarm on the proposal. Tim Cullinan president of the Irish Farmers\ Association said: It is far from certain that asking all farmers to plant crops is the best use of the resources that are likely to be available to us.]
Formula 1: Russian driver Nikita Mazepin and father Dmitry sanctioned by EU,Ex-Haas driver Nikita Mazepin and his father Dmitry are added to a list of Russians sanctioned over the invasion of Ukraine.,]
Brexit: UK and EU 'still determined to find solutions to protocol',The joint committee met on Tuesday to discuss issues around the Northern Ireland Protocol.,Brexit: UK and EU still determined to find solutions to protocol By John Campbell BBC News NI Economics & Business Editor Published 8 March comments Comments Share Related Topics Brexit IMAGE SOURCE GETTY IMAGES The UK and EU said they remain determined to find durable solutions to the issues around the Northern Ireland Protocol. The two sides issued a joint statement after a meeting of senior officials. The negotiators met in a body known as the Specialised Committee. It deals with technical issues and can make recommendations to the lead negotiators UK Foreign Secretary Liz Truss and European Commission Vice-President Maroš Šefčovič. The statement said: Both parties underlined their ongoing determination to ensure that outstanding issues in the context of the protocol are addressed and durable solutions are found as soon as possible for the benefit of people and businesses in Northern Ireland. In addition the EU and the UK reiterated the importance of further engagement with business groups civil society and other stakeholders in Northern Ireland and committed to further joint engagements. Officials representing the NI Executive attended the meeting as part of the UK delegation. IMAGE SOURCE JOHANNA GERON/REUTERS Image caption British Foreign Secretary Liz Truss and European Commissioner in charge of Brexit negotiations Maroš Šefčovič The protocol is the Brexit deal which prevents a hard Irish border by keeping Northern Ireland inside the EUs single market for goods. That also creates a new trade border between Northern Ireland and the rest of the UK something the EU accepts is causing difficulties for many businesses. The EU has agreed in principle that GB goods which are going to stay in Northern Ireland should be subject to fewer checks and controls than those which are due to travel onwards to the Republic of Ireland and the wider EU. But there is still a big difference between the UK and EU about how that should be implemented and what should be considered a reasonable level of risk to the EU single market. The NI Protocol and its economic impact A simple guide to the Brexit border problem The joint committee previously met in late February. At that time Mrs Truss and Mr Šefčovič said they were determined that outstanding issues would be addressed. A senior EU official suggested that the talks would happen in a more discreet way in the run up to the Northern Ireland Assembly elections in May. It is not yet clear if or how the war in Ukraine will affect the negotiations. Mrs Truss and Mr Šefčovič have previously made a joint statement expressing a wish for a positive EU-UK relationship which would allow for co-operation on common global challenges. Last week Mrs Truss was a guest at an emergency meeting of EU foreign ministers in Brussels alongside the US secretary of state and Canadas foreign minister. However EU and UK sources have both played down the prospect that the changed environment could unlock rapid progress.]
"UK owes EU money over customs fraud, court rules",European judges say the tax authorities did not collect correct taxes on imports of undervalued Chinese clothing.,UK owes EU money over customs fraud court rules Published 8 March Share IMAGE SOURCE REUTERS The UK faces making a potentially hefty payment to the EU after its top court ruled it did too little to prevent fraud on imports of Chinese clothing. European judges said HMRC failed to pass on the correct amount of tax revenue to the EU on imports between 2011 and 2017. The European Commission took legal action in 2018 arguing it was owed €2.7bn (£2.4bn). The UK government said it would respond to the judgement in due course. The UK was accused of taking inadequate steps to prevent fraud after it was warned about the problem by the EUs watchdog Olaf in 2017. EU member states had been warned by Olaf about the risk of undervalued clothing and footwear coming from China via shell companies. EU seeks £2.4bn customs duties from UK MEPs back probe on unpaid UK tariffs A quick guide to whats in the Brexit deal In a ruling on Tuesday the European Court of Justice (ECJ) upheld the commissions claim the UK had not paid the correct tax revenue to the EU. However it did not agree with how the commission calculated what exactly it is owed. The commission will now have to recalculate a final claim. EU members have to pass on a share of the taxes that they collect on imports to the commission as part of their contribution to the EU budget. The BBC has asked the commission for a comment. A UK government spokesperson said: Throughout we\ve made the case that we took reasonable and proportionate steps to tackle the fraud in question and that the Commission vastly overstated the size and severity of the alleged fraud. The UK has always and continues to take customs fraud very seriously and evolves its response as new threats emerge. The UK cut formal ties with the EU in January 2021 following an 11-month transition period after it officially left the bloc. However the ECJ retains the power to make rulings over cases relating to how the UK applied EU law before Brexit took place.]
World Business Report: Vote to end EU golden passports for Russians,The European Parliament will vote on if Russians should qualify for golden passports.,Unknown
HARDtalk: Kadri Simson - EU Commissioner for Energy,"Stephen Sackur is in Brussels to speak to the EU Commissioner for Energy, Kadri Simson.",Unknown
Could EU weaponise energy in Russia crisis?,"After a series of seismic changes in Brussels because of the war in Ukraine, an energy revolution looms.",Could EU weaponise energy in Russia crisis? Katya Adler Europe editor @BBCkatyaadler on Twitter Published 7 March Share Related Topics Russia-Ukraine war IMAGE SOURCE REUTERS Image caption The Nord Stream 2 gas pipeline was an early casualty of Germanys change of heart over Russia You know that feeling when youre running downhill going so fast that you seem to lose control of your own feet? Thats where the EU appears to be at the moment. Crushing financial sanctions on Russia that hurt European business. Brussels purchasing and sending weapons to a non-EU country at war. Germany beefing up its military despite post-World War Two queasiness. Staunchly neutral Finland and Sweden thinking of joining Nato. The blocs asylum procedure pushed aside to accommodate fleeing Ukrainians in whats described as Europes biggest refugee crisis since 1945. Once dismissed as impossible - or at least hugely improbable - from one day to the next EU revolutions provoked by the Russia-Ukraine crisis have been happening thick and fast. The next seismic change bubbling in Brussels? A looming energy revolution provoked by a simple question: Whats the point of punitive financial sanctions if Vladimir Putins war chest is refilled on a daily basis with oil and gas revenues? The EU depends on Russia for 40% of its natural gas and a quarter of its oil imports. EU countries pay about €1bn a day to Moscow for those supplies according to Bruegel the Brussels-based think tank. The US - which is far less reliant on Russian energy supplies than Europe - says its considering banning Russian oil imports as part of its sanctions against the Kremlin. On Monday standing next to US Secretary of State Antony Blinken Lithuania\s foreign minister agreed. We cannot pay for oil and gas with Ukrainian blood he said. Price woes and the electorate Along with other eastern European Nato and EU members Lithuania views Vladimir Putin - with his ambitions to change Europes geopolitical order in Moscows favour - as an active security threat. The West must fight Russia with all means available said Lithuania\s president. To avoid World War Three. But other EU countries such as big powers Germany and Italy - far more reliant on Russian energy than most - feel more threatened by the prospect of skyrocketing energy prices that would surely follow any sanctions on Russian oil or gas imports. Energy prices are already painfully high across the continent. Until Russias attacks on Ukraine the majority of Germans supported Nord Stream 2 their new gas pipeline direct from Russia. The pipeline has been frozen as part of EU sanctions against Russia but Berlin fears public opinion could turn if Germans suddenly cant fill their cars with petrol or afford to heat their homes. Germanys Federation of Industries the BDI has warned that soaring prices could crush the EUs largest economy forcing factory and other German business closures with a rippling effect across the single market. IMAGE SOURCE GETTY IMAGES Image caption Anti-nuclear sentiment has always been strong in Germany Frances Emmanuel Macron is nervous too. He hopes to be re-elected president next month. The last time he was blamed for petrol price hikes in France it sparked months of massive street protests by the gilets jaunes the yellow jackets so-called because of the high-visibility vests they wore. So while on the world stage President Macron presents himself as the European champion of carbon neutrality energy prices are such a sensitive issue in France that he introduced €100 bonuses for the poorest voters this winter to mitigate fossil fuel prices as part of his re-election bid. Its notable too that French energy giant Total says its staying put in Russia for now despite the Kremlins onslaught against Ukraine while competitors BP and Shell have voluntarily pulled out. Ukraine needs EU action now So are energy sanctions against Russia just the latest example of an EU impossible that will suddenly become reality? The issue will be discussed in the European Parliament on Tuesday and among EU leaders at their Thursday summit. When I speak to EU naysayers they talk defensively not only about the dangers of domestic blowback but also potential aftershocks in the global energy market. At the moment we\re speaking with one voice alongside Latin America regarding Russian aggression one diplomat told me. But what would happen if the Argentine economy implodes as a result of energy price hikes and scarcity and the EU and the West is blamed for that? So for the moment the EU is clinging to what it views as safer ground. On Monday EU Commission chief Ursula von der Leyen said the bloc would be speeding up efforts to wean itself off Russian energy. These include: finding reliable alternative suppliers (such as Qatar and Azerbaijan) improving energy efficiency eg renovating buildings and using artificial intelligence to effectively manage the energy grid massive investment in renewables such as solar wind and hydrogen already planned under the European Green Deal. Russias actions in Ukraine mean Brussels now views the Climate Question as a question of security. Energy security. Germanys new chancellor took the worlds breath away a week ago by reversing his countrys defence policy sending weapons to Ukraine and announcing a €100bn investment in the German military. His finance minister has also announced a €200bn investment in renewable and alternative energy sources. Germanys need is acute as it has all but phased out nuclear energy as well as phasing out coal. But those plans for renewable energies alternative suppliers and a clean energy divorce from Russia will take time. Something Ukraine just does not have. War in Ukraine: More coverage LIVE: Latest updates from on the ground IN KYIV: Locals fear another Grozny or Aleppo ANALYSIS: Europe finally steps up EXPLAINED: Why Putin has invaded Ukraine? IN DEPTH: Full coverage of the conflict]
World Business Report: EU outlines Russia energy plan,The European Union has outlined a plan aimed at reducing its dependence on Russian energy,Unknown
A New Life in Europe: The Dhnie Family,One Syrian family’s perilous journey from living as refugees in Jordan to Europe.,Unknown
This Eurosceptic Isle,James Landale examines how Euroscepticism has become increasingly powerful in UK politics.,Unknown
Is the European Dream Over?,Bridget Kendall and guests look beyond the crisis in Greece to assess the future of Europe,Unknown
Ukraine invasion: EU shuts airspace to Russian planes,"Russian planes will now be unable to land in, take off from or fly over any EU nation.",Ukraine invasion: EU shuts airspace to Russian planes Published 27 February Share The EU has imposed a blanket flight ban on Russian planes the head of the European Commission Ursula von der Leyen has announced. We are shutting down EU airspace for Russian-owned Russian-registered or Russian-controlled aircraft she said. All such planes including the private jets of oligarchs will now be unable to land in take off from or fly over any EU nation. Russian planes have also been banned from UK airspace. Russias biggest airline Aeroflot said it would cancel all flights to European destinations until further notice in a retaliatory move on Sunday. Ahead of the decision European countries had been closing their airspace one by one. Germany said its ban would last three months. Departure boards at Moscows Domodedovo and Sheremetyevo airports showed dozens of cancellations on Sunday including flights to Paris Vienna and Kaliningrad. Russias S7 Airlines said on Facebook it would cancel flights to many of its European destinations until at least 13 March. Russia has been responding with tit-for-tat restrictions on countries banning its flights. The Commission president said that the EU was also going to ban Russia\s state-owned news outlets Sputnik and Russia Today widely seen as a mouthpiece for the Kremlin. We are developing tools to ban their toxic and harmful disinformation in Europe she said. Is Russias invasion going as expected? Zelensky: A president rising to the moment Miles of queues at borders to flee invasion The restrictions on flights will require Russian airlines to take circuitous routes resulting in longer flight times. Commercial airlines are also avoiding airspace around Ukraine Moldova and Belarus following Russias invasion. In the US Delta Air Lines said it would suspend a flight booking agreement with Russias Aeroflot. IMAGE SOURCE REUTERS Image caption All Russian-registered planes will be affected by the flight ban The UKs ban on Russian flights led Moscow to retaliate with a similar curb on British planes. Virgin Atlantic said avoiding Russia would add between 15 minutes and an hour to its flights between the UK and India and Pakistan. Australian airline Qantas said it would use a longer route for its direct flight between Darwin and London that does not overfly Russia. Russia attacks Ukraine: More coverage LIVE: Latest updates from on the ground THE BASICS: Why is Putin invading Ukraine? ZELENSKY: Comedian president rises to the moment DNIPRO: Terrified residents jolt into action PHOTOS: Ordinary lives turned upside down IMAGE SOURCE BBC What questions do you have about the Russian invasion of Ukraine? In some cases your question will be published displaying your name age and location as you provide it unless you state otherwise. Your contact details will never be published. Please ensure you have read our terms & conditions and privacy policy. Use this form to ask your question: 0/500 Your contact info I accept the Terms of Service Submit In some cases a selection of your comments and questions will be published displaying your name and location as you provide it unless you state otherwise. Your contact details will never be published. At no time should you endanger yourself or others take any unnecessary risks or infringe any laws. The BBC retains the right to select from these contributions based on editorial requirements and subject to online terms and conditions and BBC editorial guidelines. For more information about how the BBC handles your personal data see here. Made with Hearken | Terms of Service | Privacy Policy If you are reading this page and cant see the form you will need to visit the mobile version of the BBC website to submit your question or send them via email to YourQuestions@bbc.co.uk. Please include your name age and location with any question you send in.]
World Business Report: The EU imposes fresh economic sanctions on Russia,New economic sanctions against Russia were announced by the EU on Sunday.,Unknown
"Ukraine war: Europe's new security era, faced with Russian threat","Many commentators say Ukraine's war has united Europe as hasn't been seen in years, but are they right?",Ukraine war: Europes new security era faced with Russian threat Katya Adler Europe editor @BBCkatyaadler on Twitter Published 11 hours ago Share Related Topics Russia-Ukraine war Image caption A banner of Russian President Vladimir Putin next to the Moscow embassy in Riga Latvia Era defining new reality historic moment - that\s where we are right now in Europe. At least that\s what countless European politicians and commentators say since Russian President Vladimir Putin began his invasion of Ukraine. Are they right? Yes and No Id argue. Starting with the Yes. On 24 February President Putin shocked this continent out of complacency. His assault on Ukraine has brought large-scale death and destruction back to Europe including whispers of possible nuclear war. His aim: not only to dominate Ukraine but to roll back Western dominance militarily and - ideally - politically in terms of liberal democracy from the former Soviet sphere of influence. The action Western allies take together now will fundamentally affect Europeans sense of self and safety for years to come. Nato is re-invigorated. The transatlantic military alliance once dismissed by French President Emmanuel Macron as brain dead is simultaneously proving Mr Putin wrong to view the West as weak and disunited while also providing military support defence and deterrence to Nato\s eastern flank that feels so exposed to the Kremlin\s expansionist fervour. This - so far - is also proving to be a defining moment for the EU. The bloc had long talked up playing a bigger role on the world stage - and not solely in terms of economics and trade. Until now that was a failed ambition. But the Russia-Ukraine crisis has unexpectedly elevated the EU into a credible geopolitical player. The speed with which Brussels co-ordinated sanctions against Russia - both within the EU and with international allies - was frankly impressive. As were the unity of resolve amongst member states and the bureaucracy-defying EU moves to enact never-before-used mechanisms to help Ukrainian refugees and the Ukrainian military. Germany one of the EUs biggest players also took the worlds breath away by suddenly saying goodbye to World War Two sensitivities and announcing huge investments in its military the Bundeswehr. Key to the decision being applauded in the EU and further afield is that this is not a Germany newly flexing nationalist muscles. This is about Germany helping to re-define Europe not its own role Ricarda Lang told me. She is the co-chair of the German Green Party in the coalition government. It\s about European sovereignty not just in security and defence but also in terms of imports and energy. For years Germany has knowingly been reliant on the US for security and on Russia for energy and trade. It is not the only EU country in that position. But as the blocs richest and most powerful nation Berlin is the most stand-out example. And this has weakened the Wests hand when it comes to sanctions against Russia. EU countries pay Moscow up to €800m (£674m; $884m) for energy every day which amounts to an estimated 40% of the Kremlins income. This money goes towards funding the war against Ukraine that the West is ostensibly fighting. It\s tragic it took a war like this but now we Germans have woken up with a bang! insists Marie Agnes Strack-Zimmerman who heads the German parliament\s Defence Committee. She assured me Berlin was now ready to take responsibility. Image caption We Germans have woken up with a bang! said the chairwoman of the German parliaments Defence Committee The West looked at Germany with suspicion after two world wars she observed but that was decades ago and - to be honest she said - Germany was pretty comfortable enjoying being a Nato and EU member without having to invest in its own army. Germany\s allies have waited too long for us to do our bit. Berlin has now pledged to build an efficient modern military and to keep up defence spending to Nato requirements. Under international pressure trade and energy ties are being tackled too. Bear in mind though that transforming the currently threadbare German military will take years as will untangling the country from its deep-seated relations with Russia. For decades Berlin was the dividing line between East and West Europe. Hopes for European unity were high after the fall of the iconic Berlin Wall and the ensuing 1991 dissolution of the Soviet Union. But fast-forward 30 years and you hear talk of a new Berlin Wall though further to the east. Tiny Baltic country Latvia has a 200km (124 mile)-long border fence separating the EU and Nato member on one side from expansionist Russia on the other. Col Sandris Gaugers is the commander of the Latvian Land Forces Mechanized Infantry Brigade. We spoke at his military base just outside the capital Riga. The base is also home to Nato forces which have almost doubled in size since Russia invaded Ukraine. Image caption Col Sandris Gaugers said priorities have changed across Europe I see a new Iron Curtain coming. Though this time we\ll be on the western side the colonel told me. We are living a new reality. For us Latvians the security environment is now gone. We spent 20 years in Iraq in Afghanistan. Now our main focus is here. How do we defend our freedom and our country? Priorities have now changed across Europe he said. People used to focus on economic wealth. Now it\s about defending our values and way of life. Latvians and their Baltic neighbours in Estonia and Lithuania are trying hard not to say I-told-you-so to the West. They\ve been warning about President Putin for years. They feel they understand the Russian leader better than most. All three countries were once part of the Soviet Union. Latvia\s Prime Minister Arturs Krišjānis Kariņš insists the West has to accept that Putin is not like us. France and German leaders famously went on diplomatic visits to Moscow earlier this year trying to dissuade President Putin from attacking Ukraine. Prime Minister Kariņš says agonising over finding the right words or turns of phrase to persuade Mr Putin is pointless. He\s hell-bent on destroying democracy and our way of life. If we don\t stop Putin. He will not stop at Ukraine. Mr Kariņš said the one good thing to come out of the current situation is that Nato and the EU are working closer together than they have in 30 years. That he said was a game-changer. And here we come back to whether this is an era-defining moment for Europe. Or maybe not. The EU is thrilled to have the US back and engaged in Europe. For all Brussels\ talk of the bloc now building strategic sovereignty in defence and security EU countries look to Washington when faced with Russian threats. Image caption Training session at the Adazi military base in Latvia EU defence plans designed to complement - or to partly replace - Nato depending which European politician you speak to are nothing new. And so far theyve never worked. All EU countries agree that at the very least it makes sense to pool resources and know-how: cyber military equipment and intelligence. Yet no nation wants to go first. Each EU member has businesses or individuals benefiting from national contracts. The European Commission now wants to oversee the overhaul of defence capabilities. Few in the military are holding their breath wherever they reside in Europe. As regards the renaissance in EU-Nato co-operation in all likelihood once the acute Russia-Ukraine crisis subsides the US will turn its attention to what it truly sees as its foreign policy priority: the Asia-Pacific not Europe. But the EU has its raison dêtre back. Designed originally as a peace project its vision fell by the wayside in recent times. Younger Europeans had no memory of war. They saw no urgency in uniting or fighting for peace on their continent. In that regard this moment really is a new reality. Related Topics Russia-Ukraine war Nato Vladimir Putin European Union]
Grant Eustace - Absolute Discretion,1873: Arthur Vernet investigates a mystery around the Earl of Warminster's family home.,Unknown
Grant Eustace - The Salamander Chest,1870s England: Who is Alice Selwood’s father? Can her beloved Arthur help?,Unknown
Europop - The Neil Hannon Show,Neil Hannon adventures across the musical landscape of Europe.,Unknown
Scotland Beach Volleyball - Birmingham 2022 European regional qualifier,"Birmingham 2022 qualifier matches, watch live from Portobello Beach.",Unknown
FIFA Global Series: Fourth European qualifying leg - day two,Watch live coverage of the fourth European qualifying leg in the 2021 FIFA Global Series.,Unknown
FIFA Global Series: Fourth European qualifying leg - day one,Watch live coverage of the fourth European qualifying leg in the 2021 FIFA Global Series.,Unknown
Cities of Europe,Life in different European cities.,Unknown
Crouchy's Year-Late Euros: Live,Peter Crouch takes a look at the latest action from Euro 2020.,Unknown
Inside Europe: Ten Years of Turmoil,Europe's presidents and prime ministers reveal how they fought to preserve their union.,Unknown
Eurovision Song Contest,European song contest in which countries' songs are performed before a vote takes place.,Unknown
Black Music in Europe: A Hidden History,Clarke Peters uncovers the stories of black musicians in Europe.,Unknown
Network Europe,A round-up of events on the continent in partnership with Radio E,Unknown
A Question of Europe,A panel discussion as the 1998 European Summit gets under way,Unknown
The Rising Right in Europe,Why some populist movements are attracted to Christian symbols and values.,Unknown
Eurovision Calling,Scott Mills hosts your weekly Eurovision backstage pass  to The Eurovision Song Contest.,Unknown
Not the Biggest Hotel in Europe,"Hinkley power station gets the green light, and then the workers' accommodation goes up.",Unknown
Eastern Europeans in Brexitland,Gary Younge explores what Brexit means for Eastern Europeans living in the UK.,Unknown
Europeans - The Roots of Identity,Historian Margaret MacMillan explores what has really shaped Europeans' identity.,Unknown
Inglorious Isolation: A European's History of Britain,Continental Europeans give their views of Britain's relationship with their home country.,Unknown
Europe's Young Muslims,Can young people blend Islamic beliefs with western ideals?,Unknown
Europe: Strangers on My Doorstep,Series of programmes exploring migration in Europe,Unknown
Christmas in Eastern Europe,The new freedom to celebrate Christmas in East Europe following the fall of communism,Unknown
European Court Of Justice,Exploring the rules and decisions of The European Court of Justice,Unknown
The Rebirth of Europe,How the Marshall Plan rebuilt Europe out of the ruins of the Second World War,Unknown
A New Life in Europe,A family of Syrian migrants risks everything in a remarkable journey to Germany.,Unknown
Reading Europe,Five European writers explore how issues in their societies are reflected by novelists.,Unknown
Eureka,The scientists behind the breakthroughs,Unknown
The Birth of Europe,When and how Europe became organised states with an economic system,Unknown
Eurozone Finance Ministers Fail To Agree Deal to End Greek Crisis,An emergency summit of Eurozone leaders has been arranged for Monday.,Unknown
Letters from Europe,Personal reflections on the challenges facing Europe after events in France and elsewhere.,Unknown
Europe's Troublemakers,Lucy Ash profiles five controversial characters from different corners of the continent,Unknown
Europe Today Archive,"News, comment and reaction from across Europe",Unknown
How to Run Europe,Anne McElvoy explores the history of governing Europe across three eras,Unknown
Europe Moves East,"Allan Little looks at the changing dynamic of the European Union, as power heads east.",Unknown
Europe: Driving on the Right,Chris Bowlby looks at how the far right is influencing mainstream European politics,Unknown
2010: Space Odyssey to Europa,"Astronomer Paul Murdin asks if Jupiter's moon, Europa, might sustain biological life.",Unknown
The Eureka Years,Series exploring spectacular years in the history of science,Unknown
Ukraine crisis: Tough and emotional summit as EU leaders seek unity,"Former Iron Curtain countries feel exposed, but some EU leaders argue against ""nuclear"" measures.",Ukraine crisis: Tough and emotional summit as EU leaders seek unity Katya Adler Europe editor @BBCkatyaadler on Twitter Published 25 February Share Related Topics Russia-Ukraine war IMAGE SOURCE GETTY IMAGES Just before the emergency EU leaders meeting on Ukraine started a Brussels official told us he thought this would be one of the toughest and most emotional EU summits ever. From what I heard went on behind closed doors he wasnt wrong. Russias actions in Ukraine impact many EU members directly. It feels personal to them. Their belief: that Vladimir Putin has his eye on much more than Ukraine - that he wants to redesign the security architecture of Europe in his favour. Countries in central and eastern Europe which used to be behind the Iron Curtain - now EU and Nato members - feel very exposed. Particularly the Baltic States which border Russia. They fear the Kremlin intends to destabilise them with cyber attacks and more disinformation campaigns aimed at their ethnic Russian communities. Russia attacks Ukraine: More coverage LIVE: Latest updates from on the ground THE BASICS: Why is Putin invading Ukraine? FROM KYIV: BBC Ukraine editor: There is no safe place any more FROM MOSCOW: Shock and support in Russian capital IN MAPS: How Russia carried out the invasion On his way into Thursday nights summit the Polish prime minister voiced deep frustration that tougher sanctions hadnt been imposed earlier on Moscow. Enough of this cheap talking snapped Mateusz Morawiecki. Europe continues buying so much Russian oil and gas he said. And he Vladimir Putin] is turning it into aggression invasion. He\s destabilising all of Europe. But other EU leaders pulled in a different direction. True all 27 of them unanimously agreed to an unprecedented sanctions package described by the European Council president as massive and painful against Russia. The package targets more sectors of the Russian economy including the transport and energy sectors (with a ban on exports from Europe that Russia depends on to refine its oil for sale) as well as the financial sector and more individuals close to the Kremlin. EU leaders also agreed to slap sanctions on Belarus a key Putin ally. But the sanctions and counter-sanctions threatened by Russia will hit European economies too. Some more than others making them wary. Germany and Italy - so reliant on Russian gas supplies and business ties - urged the EU to hold back on the toughest sanctions of all for now like limiting oil and gas imports and ejecting Russia from the Swift international payment system. Berlin and Rome argue it\s wiser to keep those nuclear measures as they\re known up the EU\s sleeve in case the situation worsens in Ukraine. Their critics accuse them of self-interest in a time of international crisis. Emotional but dignified Hungary Romania and Poland meanwhile voiced other concerns at the summit. Direct neighbours of Ukraine they worry theyll find themselves on the front line of a new migration crisis should Ukrainians try to flee the hostilities in large numbers. Brussels says its working both on contingency plans to help refugees and to compensate EU countries worst hit by sanctions and resulting further spiralling energy prices. IMAGE SOURCE GETTY IMAGES Image caption People arriving from Kyiv sheltered inside a railway station in Poland on Thursday The message the EU hoped to transmit on Thursday was one of unity: externally with warnings to Russia and assurances of solidarity to Ukraine. EU leaders heard what\s described as an emotional but dignified address by Ukraine\s president via video conference. But also internally - to show all member states that theyre in this crisis together. For the long haul. Related Topics Russia-Ukraine war Russia Vladimir Putin European Union Ukraine]
Wolverhampton Wanderers 2-1 Aston Villa: Steven Gerrard unhappy as Wolves boost European hopes,Aston Villa manager Steven Gerrard warns his players they are playing for their futures after their 2-1 defeat at Wolves.,]
The Compass: Europe's Challenges: Europe’s Challenges: The Union in Crisis,Chris Morris examines the crises facing the EU and asks whether it will survive.,Unknown
Alisher Usmanov: Everton-linked Russian billionaire has assets frozen by EU,"Russian billionaire Alisher Usmanov, who has commercial ties to Everton, has his assets frozen by the European Union.",Unknown
Fast fashion: European Union reveals fast fashion crackdown,Fast fashion could be a thing of the past under plans to make clothing worn in the EU more sustainable.,Fast fashion: European Union reveals fast fashion crackdown By Helen Briggs Environment correspondent Published 3 days ago Share Related Topics Climate change IMAGE SOURCE GETTY IMAGES Image caption Fashion production has a big impact on climate Clothes furniture and smartphones sold in Europe must be longer-lasting and easier to repair under new rules proposed by the European Union. The strategy launched on Wednesday targets products at every stage of use including design repair and recycling. The initiative aims to boost the market for sustainably made textiles. It also says it will crack down on companies misleading consumers with false environmental claims or greenwashing. Manufacturers will have to ensure their clothes are eco-friendly and hard-wearing. And consumers will be given more information on how to reuse repair and recycle their clothes. Iona Popescu of environmental NGO the Environmental Coalition on Standards said the rules were designed to bring in longer-lasting products that could be used multiple times rather than worn a few times then thrown away. The Commission seeks to put a halt on fast fashion by introducing rules on textiles to be used in the European market she said. IMAGE SOURCE GETTY IMAGES Image caption The global fashion industry is estimated to have produced around 2.1 billion tonnes of greenhouse gases in 2018 Its estimated that less than 1% of all clothing worldwide is recycled. What is fast fashion? Can sustainable fashion turn the red carpet green? Could ditching fast fashion make us happier? According to the European Environment Agency clothes use in Europe has on average the fourth highest impact on the environment and climate exceeded only by food housing and transport. For every person in the EU textile consumption requires nine cubic metres of water 400 square metres of land 391kg of raw materials and causes a carbon footprint of about 270kg. In the UK politicians have called on the government to change the law to require fashion retailers to comply with environmental standards. The government rejected most of the Environmental Audit Committees recommendations in 2019 including making clothes producers pay for better clothing collection and recycling but has made textile waste a priority. Tamara Cincik of the think tank for the fashion industry Fashion Roundtable said the textiles strategy could set the tone for future legislation outside of the EU. If expectations of brands in the UK compared to the EU diverge this will hopefully encourage stronger expectations of future UK legislation she said. This is why it is so important for both UK brands and the government to be alert to this strategy as the EU remains our largest and indeed closest trading partner for the textiles and fashion industry. The proposals will now be discussed by the Council and European Parliament. Follow Helen on Twitter Related Topics Clothing industry Recycling European Commission Climate change Environment European Union Fashion]
Dynamo Kyiv to play top European clubs to raise money for Ukraine,"Barcelona, Paris-St Germain and AC Milan are among the teams who will play Dynamo Kyiv in charity fixtures.",Unknown
Alfredo Morelos: Rangers striker out of Old Firm derby and set to miss Europa League quarter-final,"Rangers striker Alfredo Morelos will miss Sunday's derby with Celtic and will be out for ""the next couple of weeks"", confirms manager Giovanni van Bronckhorst.",Unknown
Ros Atkins On...: Military Aid Sent To Ukraine From EU,Ros Atkins looks at how Western military aid for Ukraine has increased.,Unknown
5 Live Sport: Euro Leagues,"European football news, interviews and discussion.",Unknown
The Compass: Destination Europe: Greece: The Warehouse of Souls,Maria Margaronis explores worlds of hope and chaos for refugees and islanders in Greece.,Unknown
