title,summary,contents
Josh Warrington wants Leo Santa Cruz fight next in the United States,IBF world featherweight champion Josh Warrington wants to fight four-weight world champion Leo Santa Cruz in the United States next.,Unknown
Bruno Fernandes: Manchester United midfielder extends deal to 2026,Manchester United midfielder Bruno Fernandes signs a new deal that runs to 2026 with the club.,Unknown
Manchester United's next manager: Who should replace Ralf Rangnick at Old Trafford?,Who should Manchester United appoint as their next manager? We look at the options.,Unknown
EFL Trophy final: Sutton United 'still pinching themselves' for Wembley date with Rotherham,"Sutton United chairman Bruce Elliott is ""still pinching himself"" as the club prepares for a first visit to Wembley in 41 years.",Unknown
United Rugby Championship: The Lions 15-9 Edinburgh - visitors fail to complete South African double,Edinburgh fail to complete a South African double as they slip to a 15-9 defeat by the Lions in Johannesburg.,Unknown
Leicester City Football Forum: Manchester United 1-1 Leicester City - Post Match Podcast,Post match analysis plus reaction City boss Brendan Rodgers,Unknown
5 Live Sport: Premier League Football 2021-22: Tottenham Hotspur v Newcastle United,Live Premier League football commentary of Tottenham Hotspur v Newcastle United.,Unknown
Manchester United to face Liverpool and Crystal Palace in pre-season friendlies,Manchester United will face Liverpool and Crystal Palace in friendly matches in Thailand and Australia respectively.,Unknown
United Rugby Championship highlights: Sharks 51-3 Dragons,Watch highlights as Dragons fell to a second successive defeat in South Africa on a difficult night against Sharks.,Unknown
lastUpdated: ,2022-04-05 20:08:22.909665,with userQuery: united kingdom
