title,summary,contents 
Ukrainian family abandon UK move after visa delays,Anton Mandziuk says his Ukrainian relatives have now settled in Ireland instead.,Ukrainian family abandon UK move after visa delays By Navtej Johal & Amy Phipps BBC News Published 5 days ago Share Related Topics Russia-Ukraine war IMAGE SOURCE ANTON MANDZIUK Image caption Lesha Voloshyn and her daughters have decided to stay in Ireland A Ukrainian family has given up on moving to the UK after claiming their application took too long to process. When the war in Ukraine started Anton Mandziuk drove from his home in Rutland to the Polish border to collect his cousin and her family. He then applied for them to live with him but after weeks of waiting they have decided to go to Ireland instead. A government spokesperson said they were moving as quickly as possible and had already issued almost 30000 visas. Lesha Voloshyn her three daughters and six grandchildren fled their home in Ivano-Frankivsk on 5 March. They made their way to the Polish border where Mr Mandziuk picked them up. Image caption Anton Mandziuk described the UK government\s visa application process as shambolic Mr Mandziuk - whose father was from Ukraine - then applied for their visas to come to the UK. He said it was a difficult and tiring process and at one point his family even considered giving up and going back to Ukraine. It\s been a really really difficult journey. I\ve been filling in these ginormous application forms which are still to be processed he said. Whats holding up the UKs scheme for Ukrainian refugees? His relatives had permission to stay anywhere in the European Union and spent the first few weeks in the Netherlands and Belgium. With their UK application taking so long to be processed they decided to go to Ireland because English is the first language there. He said they had been warmly welcomed and were staying at a hotel with other Ukrainian families. Image caption Mr Mandziuk drove to the Polish border to collect his cousin and her family Mr Mandziuk said his family now planned to stay in Ireland after what has already been an arduous journey - a decision he found really disappointing. I\d love them to be able to come to England where I\ve got a big family to support them while they\re here but equally I\ve got to respect their decision. They\ve been desperate to get the children into school they\ve been on the road for some four weeks he said. IMAGE SOURCE ANTON MANDZIUK Image caption Mr Mandziuks relatives went to the Netherlands when they first left Ukraine A government spokesperson said they had issued almost 30000 visas in the past three weeks and were expecting to issue thousands more. We are moving as quickly as possible to ensure that those fleeing Ukraine can find safety in the UK. We have streamlined the process so valid passport holders do not have to attend in-person appointments before arriving in the UK simplified our forms and boosted caseworker numbers while ensuring vital security checks are carried out the spokesperson added. Follow BBC East Midlands on Facebook Twitter or Instagram. Send your story ideas to eastmidsnews@bbc.co.uk.]
How much nuclear power does the UK use and is it safe?,Up to eight new nuclear power stations could be built as part of the government's energy strategy.,How much nuclear power does the UK use and is it safe? Published 5 days ago Share Related Topics Climate change IMAGE SOURCE GETTY IMAGES Image caption Hinkley Point C nuclear power station is being built next to the older Hinkley Point A and B plants The government has announced plans to reduce the UKs reliance on oil and gas by building as many as eight new nuclear reactors as part of its new energy strategy. The aim is that by 2050 up to 24 gigawatts (GW) of electricity will come from nuclear - 25% of the UKs projected electricity demand. Prime Minister Boris Johnson says expanding the use of nuclear would help cut bills and resist bullying from Russia which dominates the European gas market. UK plans eight new nuclear reactors to boost energy Will the UKs energy strategy work? What is nuclear power? To create nuclear power in non-military reactors uranium atoms are bombarded by much smaller neutron particles. This causes the atoms to break down and release huge amounts of energy as heat. The heat is then used to boil water producing steam which drives turbines and generates electricity. This process does not result in greenhouse gas emissions and requires minimal mining for metals and other resources but does produce hazardous waste that needs to be stored for a very long time. BBC Bitesize: How is nuclear power generated? How much nuclear power does the UK use? There are currently six plants that can supply about 20% of UK electricity demand with 15% generated in 2020. This amount has declined since the 1990s with several plants reaching the end of their lives. Most of the existing reactors are due to cease operating and be shut down before 2030. The government says it wants to deliver up to eight new reactors overall with one being approved each year until 2030. Where are nuclear plants being built? The government has backed the construction of Hinkley C in Somerset which will be the largest nuclear station in Britain. It has also confirmed advanced plans to approve two new reactors at Sizewell C in Suffolk during this parliament. Wyfla in Anglesey has also been named as a site for a new nuclear power station in the next parliament. As well as larger nuclear power stations the government is also supporting Small Modular Reactors (SMRs) which work in the same way as conventional nuclear reactors but on a smaller scale. The energy strategy says the UK will collaborate countries such as Canada and the United States to accelerate work on advanced nuclear technologies including both SMRs and Advanced Modular Reactors (AMRs). How much do nuclear plants cost? Nuclear power plants are extremely expensive and complicated to build. Hinkley C - the newest of the UKs planned nuclear power stations - is already expected to be 30% over budget at £22 - £26 bn. The much smaller SMRs would cheaper at about £2bn - but obviously also generate significantly less power. IMAGE SOURCE ROLLS-ROYCE Image caption An artists impression of a small nuclear reactor The government also hopes a new financial funding model could cut the cost of new nuclear projects. But this could mean electricity customers have to pay part of schemes costs upfront through their energy bills. There is also the question of the price which will be paid for the energy generated by the UKs new nuclear plants. In 2013 the government agreed to pay £92.50 per megawatt hour ( for the electricity produced by Hinkley Point which would rise with inflation. Although this is considerably below current prices which have soared to £195 per megawatt hour due to the energy crisis critics argue it is still too much. Over the last five years the price has been between £25 and £50 per megawatt hour so if prices return to this bro would make nuclear power expensive. How long do nuclear plants take to build? Critics of nuclear power say they take so long to come on stream they will be too late for the UKs emissions targets or to reduce energy prices. In 2016 EDF Energy said construction of Hinkley Point C would take 10 years - last year it said it was on track to open by the end of 2026 although further delays are possible. A new body called Great British Nuclear is now being set up with the aim of overseeing and speeding up the time it takes to build and make nuclear plants operational. The government also says SMRs are quicker to construct than larger plants due to the smaller parts involved. Who uses nuclear power around the world? In mid-2021 415 civilian nuclear reactors were operating in 33 countries according to the World Nuclear Industry Status report. Together the big five - the US China France Russia and South Korea - generated 72% of all nuclear electricity in the world in 2020. The industry report says that the nuclear share of the global energy market is steadily declining. But two countries Belarus and the United Arab Emirates started their first reactors last year. Is nuclear power safe? The International Atomic Energy Agency part of the United Nations says nuclear power plants are among the safest and most secure facilities in the world. They are subject to stringent international safety standards. IMAGE SOURCE GETTY IMAGES There was widespread alarm in March when a nuclear power station in Ukraine - the largest in Europe - was hit by shelling before being taken over by Russia. And there have been some high-profile accidents where large amounts of radioactive material were released into the environment. The worst nuclear accident in history resulted from an explosion at the Chernobyl nuclear power plant in 1986. A tsunami caused by an enormous earthquake flooded the Fukushima nuclear plant in Japan in 2011. Even under normal conditions generating nuclear power produces hazardous radioactive waste which needs to be safely managed and stored for hundreds of years. But a House of Lords paper from October says the issue of nuclear waste remains unresolved in the UK. It is currently stored in temporary facilities that are not designed for the permanent storage of so-called high-level radioactive waste. The government\s preferred solution is geological disposal - placing waste deep in a rock formation that would prevent radioactivity from escaping. However no community has agreed to host such a facility. The road to clean energy Nuclear power: Are we too anxious about the risks of radiation? How green is nuclear power? Unlike fossil fuels nuclear power stations do not produce greenhouse gases like carbon dioxide or methane - and 1kg of nuclear fuel produces millions of times more energy than 1kg of coal. But like fossil fuels nuclear fuels are non-renewable energy resources. Building new nuclear plants of any size also creates emissions - for example through manufacturing the large amounts of steel and other materials needed. The long-term environmental consequences of dealing with nuclear waste are also unclear. A really simple guide to climate change What does net zero mean? Is the UK on track to meet its climate targets? Related Topics Companies Climate change Nuclear power Carbon neutrality]
Drag Race UK's Bimini on how Great Yarmouth shaped their career,"Drag Race UK star Bimini Bon Boulash is proud their home town is ""fighting for queer visibility"".",Drag Race UKs Bimini on how Great Yarmouth shaped their career Published 7 days ago Share Image caption Bimini reflects on how growing up in Great Yarmouth shaped them as a person and performer Drag Race UK star Bimini Bon Boulash grew up in Great Yarmouth on the Norfolk coast and as a child was bullied for being different. Ten years after leaving the town they say they are so proud of how this small seaside resort has embraced drag and the way it could help other young people in the future. After coming second on the second season of the BBCs RuPauls Drag Race UK Bimini has modelled at London Fashion Week published a book and started a music career but until January they had never performed in their home town. Before moving to London for university at 18 Bimini then known as Tommy told the BBCs We Are England series they never felt they fitted in and at times experienced such levels of abuse that they felt unsafe. They said: I didn\t particularly feel that safe growing up. I experienced homophobia all the time. I was called all the slurs you could think of. I think it\s really sad to look back and think I stopped shining because of that. Image caption Bimini says they were bullied at school for liking drama and dance and felt pressured to give it up At school the non-binary queen was bullied for their love of dance and drama to the point they gave it up because they didnt feel like they could be their authentic self without the fear of what others would say. It was never the girls who would have a problem with me it was always the boys and boys in groups. It was that pack mentality said Bimini. I remember one time there was a group of teenagers a big group of boys kind of really tried to chase us and throw things. It was disgusting that kind of behaviour is just disgusting. I was getting pressured by people; sadly I was getting bullied for being able to dance for being flexible. I remember being told I didn\t have certain male anatomy because I was able to drop into the splits. And at the time I wish I felt like I do now - where I can put two fingers up and not care but at the time I did care] and took it upon myself to kind of stop doing the things people were making me feel bad about. Image caption Bimini says the iconic venues of Great Yarmouth shaped who they became as a performer However reflecting as part of the series they said that performing and watching shows as a child at some of Great Yarmouth venues including the St Georges Theatre and the Hippodrome Circus had shaped them as a performer. I\m not harming anyone by saying I\m non-binary I\m a human being I\m complex said BBB. I always knew I wanted to do something big and the fact these amazing places existed for me it was great because it allowed me to get to Bimini. The Drag Race star added: Bimini is the extension of Tommy. Bimini allows me to do the things I was shunned for or ridiculed for so I have been able to take back control of that in a way that feels good. Image caption Bimini performed in Great Yarmouth for the first time in January and says they are proud of the new drag scene In January Bimini performed at The Empire on Yarmouth sea front as part of a new drag show that runs once a month. Ahead of their first ever hometown performance they said it blows my mind adding they were so proud that my little home town is embracing this art from. They added it was incredibly important to see people fighting for queer visibility in Great Yarmouth. The full episode of Bimini Bon Boulash: Homecoming Queen is available on the BBC iPlayer. Find BBC News: East of England on Facebook Instagram and Twitter. If you have a story suggestion email eastofenglandnews@bbc.co.uk]
Who can still get free Covid tests across the UK and can I buy LFTs?,"Most people in England no longer get free PCRs or LFTs, and rules vary across the rest of the UK.",Who can still get free Covid tests across the UK and can I buy LFTs? Published 7 days ago Share Related Topics Reality Check IMAGE SOURCE GETTY IMAGES Most people in England can no longer get free PCR or lateral flow tests (LFTs). A few groups are still entitled to free Covid tests including the most vulnerable as well as frontline NHS staff. Some free testing for the public will continue in Scotland until the end of April and in Wales and Northern Ireland until the end of June. How is testing changing in England? Free LFTs are no longer generally available to members of the public. Most people with symptoms are no longer entitled to free PCR tests either. Some groups can still get free tests: NHS staff who care for patients hospital patients who need PCRs before treatment care home residents people working in high-risk settings including care homes and prisons hospital patients who are discharged to care homes or hospices If you still qualify you may be able to order LFTs online (if you have an NHS login) or by calling 119. People who are eligible for community Covid drug treatments because theyre at higher risk if they catch Covid are being sent LFTs to keep at home in case they develop symptoms. The government says it will be able to expand the testing system again in the future if necessary such as if a new variant of concern emerges. You may still need to test before or after travelling abroad. You must buy private tests for this - you cant use free NHS tests. England: Testing guidance Whats the guidance if I have Covid now? Can I buy lateral flow tests now? Yes. High street pharmacies are charging about £2 per test. The government has a list of private test providers. IMAGE SOURCE GETTY IMAGES Image caption Lateral flow test kit of parts How is testing changing in Scotland? Some free testing will be available until the end of April: From 18 April: free LFTs wont be available to the general population free LFTs will be available to those people still asked to test such as health/care workers patients or those visiting vulnerable individuals in care homes or hospitals Until 30 April: people with Covid symptoms should self-isolate and get a PCR test vaccinated close contacts of positive cases should do daily LFTs for seven days From 1 May: people with Covid symptoms wont need to test physical test sites will close and contact tracing will end Scotland: Testing guidance How is testing changing in Wales? Wales will keep some free testing capacity until the end of June: PCR tests wont be freely available free LFTs will be available for people with symptoms people should isolate if positive contact tracing will continue After then free LFTs wont be available contact tracing and self-isolation support payments will end and self-isolation guidance will be updated to advise ill people to stay at home. Wales: Testing guidance What about testing in Northern Ireland? Northern Ireland will also keep some free testing capacity until the end of June. Until 22 April: people with Covid symptoms can still go to a PCR test site or order a home PCR kit people without symptoms can still order LFTs online or by calling 119 From 22 April: PCR testing for most members of the public will stop and public-facing test sites will close most people with symptoms will be asked to take an LFT instead - although this requirement will also be removed before the end of June routine testing for people without symptoms will stop routine testing in most education settings including will stop during the Easter holidays routine in special schools will continue after Easter and may continue until the end of June contact tracing will be phased out by the end of June routine testing for health and social care staff will continue subject to review anyone who has to test for clinical reasons or to receive treatment will still have access to PCRs or LFTs as required Northern Ireland: Test Trace and Protect transition plan Who needs to test after contact with a positive case? People in England dont need to self-isolate or take daily tests after contact with someone with Covid regardless of their vaccination status. Contact tracing has ended. Across the rest of the UK if you are fully vaccinated (two doses - three in Scotland) you dont have to self-isolate but should take daily LFTs for seven days (or for 10 days after your last contact if earlier). If any LFTs are positive you should self-isolate. Close contacts of positive cases who arent fully vaccinated should self-isolate for 10 days. BOOSTER: Who can get the fourth jab and how do you book it? SYMPTOMS: Is a runny nose a cold or Covid? ISOLATION: What is the Covid isolation advice now? MANAGING COVID: How to look after yourself at home COVID CASES: How many cases are there in my area? LONG COVID: What is it and what are the symptoms? TREATMENT: What progress is being made? Related Topics Travel Department of Health & Social Care Coronavirus testing Reality Check Coronavirus pandemic]
Ukraine war sparks Welsh steam railways coal shortage,"Before the invasion of Ukraine, when supplies were low in the UK, operators turned to Russia.",Ukraine war sparks Welsh steam railways coal shortage Published 16 hours ago Share Image caption Ffestiniog and Welsh Highland Railway runs trains run from Porthmadog to Blaenau Ffestiniog and Caernarfon A shortage of coal is worrying vintage steam railway operators as they welcome visitors over the Easter holidays. When coal supplies are low in the UK they can usually turn to Russian coal but it is not available following the war in Ukraine. The UK has committed to ending all imports of Russian coal and oil. The manager at Ffestiniog and Welsh Highland Railway said he was concerned about supplies with only enough coal to last until the summer. Paul Lewin said: We\re perfectly fine for the Easter holidays and well into the summer. Image caption Paul Lewin manager at Ffestiniog and Welsh Highland Railway says coal supplies are concerning but not an immediate problem We are concerned… it\s not immediate said Mr Lewin adding: We are being careful with our fuel to make sure we can eke it out as long as possible. Ffestiniog and Welsh Highland Railway runs trains run from Porthmadog to Blaenau Ffestiniog and from Caernarfon to Porthmadog. It is one of a dozen heritage railways in Wales. IMAGE SOURCE GETTY IMAGES Image caption Coal stocks are running out fast according to Steve Oates from the Heritage Railway Association Fear for future of steam trains if coal banned Heritage railway back on track after lockdown Ffos-y-fran coal mine near Merthyr Tydfil was supplying the railway with coal but Mr Lewin said a piece of machinery broke in January which has affected supplies and the mine was due to close this year. It has started to test a new way of operating steam trains using rapeseed oil instead of coal. We\ve got some old small locos from quarries from the Welsh slate industry and they provide the ideal test bed. They\re quite small and we can make them work quite hard Mr Lewin said. We\re not the world\s experts in combustion but we are quickly having to become so in order to find a way through to the future. Image caption Rapeseed oil coal is being tested as an alternative to coal due to the uncertainty of supply Alex Hinshelwood operations manager of the Blaenavon Heritage Railway in Torfaen is also concerned about supplies. He decided to buy a years worth of supplies to make sure trains can keep running but even then prices had risen from £220 a tonne to £270 in just a few months. Such a large outlay in one go is also difficult for the small volunteer-run railway. IMAGE SOURCE BARBARA M FULLER Image caption Heritage railways attract an estimated one million visitors a year to Wales It is a worry but we\re hoping a little railway like this which burns about 180 tonnes of coal a year - a tiny amount compares to other railways - will be all right he said. Twenty-eight tonnes normally lasts us three or four months but the bigger railways are really starting to find it difficult because they haven\t got the room to store a year\s worth. Using old clothes to power engines Talyllyn Railway in Gwynedd has been experimenting with a blend of fuel called ecoal which includes anthracite coal and biomass which can be olive oil husks or even old clothing according to general manager Stuart Williams. But it is costly. Ecoal is at least double the price of what we\re paying at the moment which for a small operation can be quite an impact he said. We\re at the start of a journey but we run trains every day so we can have a little tweak every day. It\s quite interesting really. Steve Oates chief executive of the Heritage Railway Association told the Guardian that the situation was very serious. Our coal stocks are running out fast and the search is on to find alternative sources from overseas he said.]
DJ Target: The UK Touchdown Tour returns for 2022!,DJ Target kicks off the UK Touchdown Tour in Newcastle. @1Xtra on social,Unknown
"Front Row: Ocean Vuong, Fantastic Beasts: The Secrets of Dumbledore reviewed, Southampton UK City of Culture bid, Nadifa Mohamed",Ocean Vuong on his poetry collection Time is a Mother.,Unknown
"I haven't seen UK government feuding over refugees, says minister","Lord Harrington insists ""raised voices"" at meetings reflect a shared desire to help Ukrainians.",I havent seen UK government feuding over refugees says minister By Justin Parkinson Political reporter BBC News Published 5 days ago Share Related Topics Russia-Ukraine war IMAGE SOURCE REUTERS A Home Office minister has said he has not seen any feuding between government departments over how to deal with Ukrainian refugees. Lord Harrington insisted raised voices in meetings were the result of a desire shared by all ministers to do the same thing and help people. He also revealed that 29000 visas had been issued to Ukrainians with around 65000 applications received so far. But Labour said the government had to step up to the plate. Several newspapers have reported that Home Secretary Priti Patel and Foreign Secretary Liz Truss have argued over how to clear a backlog of Ukrainian refugees\ applications amid reports that only hundreds of people have so far made it to the UK. UK offers £350 a month to Ukrainian refugee hosts UK can and will do more for refugees - minister How the sex trade preys on Ukraines refugees 100000 sign up to UKs refugee site in first day The BBC understands that HM Revenue and Customs and Department for Work and Pensions staff are now helping with the processing of Ukrainian refugees. A Home Office source said a cross-government effort was under way. Lord Harrington making his maiden speech since becoming a minister said during a Lords debate: I\ve not seen this feuding between departments that\s reported. He told peers he had attended meetings with Home Secretary Priti Patel and Housing and Communities Secretary Michael Gove among others adding: I\ve seen raised voices because we are all trying to do the same thing but not because we are angry] with each other... What happens behind closed doors I couldn\t possibly know... I\ve not experienced feuding] myself. Media caption Ukraine refugees: Visa process is beyond lengthy Lord Harrington said the immediate vetting of refugees should at most include passport checks verifying whether people are on criminal watch lists checking whether children travelling with adults are actually theirs and checking whether sponsors have criminal records - the last two designed to prevent people trafficking. That\s really it he added saying that it\s taken too long to do it so far. The government is operating two schemes to help Ukrainians displaced by Russias invasion to come to the UK - involving living with family members already in the country or sponsorship by other hosts. For Labour shadow Home Office minister Lord Coaker said: There\s a bureaucratic mess here and a bureaucratic quagmire and it needs to be sorted out. The British people want better from their government... They want their government to step up to the plate. The United Nations says 4.28 million people have fled Ukraine since Russia invaded in late February. Of these neighbouring Poland has taken almost 2.5 million. Related Topics Russia-Ukraine war Refugees and asylum seekers Ukraine]
Eurovision: Ukraine act Kalush Orchestra thank Boris Johnson for Kyiv visit,The favourites to win the contest were performing in Amsterdam as the UK prime minister was in Kyiv.,Eurovision: Ukraine act Kalush Orchestra thank Boris Johnson for Kyiv visit By Daniel Rosney Newsbeat reporter Published 23 hours ago Share Related Topics Russia-Ukraine war IMAGE SOURCE MAXIM FESENKO Ukraines Eurovision entrant Kalush Orchestra has thanked Boris Johnson for visiting their countrys capital Kyiv. The current favourites to win next months song contest were given special permission to leave the country to perform gigs in Tel Aviv and Amsterdam. Speaking to Radio 1 Newsbeat frontman Oleh Psiuk says he can personally feel the prime minister\s support in the war against Russia. The band are now preparing to return to Ukraine later this week. Men of fighting age havent been allowed to leave Ukraine with the majority of those fleeing being women and children. Media caption Ukraines Kalush Orchestra are the bookies’ favourites to win the Eurovision Song Contest in Turin next month Representing Ukraine at this difficult time of war I want to do my best to be yet another mouthpiece for Ukraine Oleh tells Newsbeat after performing for around 5000 Eurovision fans in Amsterdam on the weekend. Travelling to Israel and The Netherlands in the run-up to the song contest has been a striking contrast he explains. People here are not worried at all and it\s quite unusual. Many people may see everything that has been happening as a kind of a war movie but it is very tough when it is happening to you and your family. When you wake up in the morning not being sure if your family and friends are still alive. Three ways the war in Ukraine could escalate Russia banned from competing in Eurovision Ukraine will rise again says Boris Johnson As well as performing for Eurovision fans Kalush Orchestra have been using their short promo tour to meet refugees. We believe our mission is to support people while we are here Oleh says. If all join efforts and do what they can I think the war will be over soon and will not begin in other countries. IMAGE SOURCE REUTERS Image caption Ukraine President Zelensky met with Boris Johnson over the weekend Following Boris Johnsons visit Downing Street say the UK will send 120 armoured vehicles and anti-ship missile systems to support Ukraine. The prime minister referenced President Zelensky\s resolute leadership and the invincible heroism and courage of the Ukrainian people while on a visit to Kyiv. War in Ukraine: More coverage LIVE: Latest updates from Ukraine CHERNOBYL: Inside the nuclear plant after Russians left ATROCITIES: Ukraine the UN and historys greatest broken promise SPIES: Behind their attempts to stop the war READ MORE: Full coverage of the crisis Follow Newsbeat on Instagram Facebook Twitter and YouTube. Listen to Newsbeat live at 12:45 and 17:45 weekdays - or listen back here.]
How can I offer a UK home to Ukrainian refugees?,"The government has said how many people are coming to the UK through its ""Homes for Ukraine"" scheme.",How can I offer a UK home to Ukrainian refugees? By Tamara Kovacevic BBC News Published 4 April Share Related Topics Russia-Ukraine war IMAGE SOURCE GETTY IMAGES The government has announced how many people are coming to the UK through its Homes for Ukraine scheme. It lets people in the UK host refugees who dont have family ties here and was introduced after the government was criticised for not doing enough to help refugees fleeing the Ukraine conflict. How does the scheme work? The Ukraine Sponsorship Scheme also called Homes for Ukraine opened on 18 March. Theres no cap or upper limit on the number of refugees who can be sponsored under the scheme. The government said it hoped tens of thousands of people would benefit. More than 100000 people signed up to be hosts on the first day but critics have said the process is too slow and bureaucratic. As of 31 March 4700 visas had been issued out of 32200 applications made. Homes for Ukraine: Its sad slow and frustrating Who can apply to host a Ukrainian refugee? Anyone in the UK - of any nationality providing they have at least six months leave to remain in the UK - can apply to be a host through the government website. You have to be able to host the refugees in your own home or in another property for at least six months. Charities businesses and community groups will also be able to apply. Those offering to house refugees will be vetted by the government and Ukrainian applicants will also undergo security checks before being matched with a host. Local authorities will check that properties are fit to host refugees and DBS checks will be carried out for those hosting children and vulnerable adults. Do you have to know the refugee you want to host? In the first phase of the scheme people will need the name of a specific Ukrainian individual or family they wish to sponsor. The government advises them to get in contact with them directly and prepare to fill in a visa application with all their details and yours. Refugees with a valid Ukrainian international passport can apply online but those without one will have to go to a Visa Application Centre. These are operating in European countries including those bordering Ukraine such as Poland. Those who dont personally know anyone fleeing Ukraine can still register their interest on the governments website. They are also advised to get in touch with charities faith groups or local community organisations who are starting to make connections between individuals. Charities which work in this area include: Refugees at Home a charity connecting refugees and hosts online Room for Refugees which has previously settled unaccompanied child refugees with families in the UK Shelter 4 Ukraine a Ukrainian-run service which registers hosts and refugees Reset which has run a community sponsorship scheme for refugees since 2018 The training will include guidance on how to host the refugees and support refugees with language skills and education. The government has provided Reset with an initial grant of £300000 to run the service. IMAGE SOURCE REUTERS Will hosts be paid? Host households in the UK will be offered a tax-free payment of £350 a month for up to 12 months regardless of how many individuals they support. Only one payment can be made per residential address. The government website says hosts will not be expected to cover the costs of food and living expenses (although you may wish to offer this yourself). Local authorities will also receive £10500 in extra funding per refugee for support services with additional money available for children of school age. Support services include registering Ukrainian children in schools and arranging English language classes and job centre appointments for the refugees. What rights will the refugees have? Any Ukrainian national or the immediate family member of a Ukrainian national who was resident in Ukraine prior to 1 January 2022 will be able to apply to come to the UK. Those who are granted a visa under the scheme will be eligible to work and can access state benefits and public services for three years. Sainsburys Marks & Spencer and Morrisons are among UK retailers who have offered to employ Ukrainian refugees. Refugees fleeing Ukraine can bring pets with them when coming to the UK. The government has streamlined the quarantine process for these animals and will cover the costs involved. Why have so few visas been issued by the government so far? In addition to the lengthy paperwork refugees must submit to obtain both types of visas the government guidance for the Homes for Ukraine scheme states that applicants will be subject to a range of checks including: A visit from local authorities to ensure that properties are fit for purpose Basic DBS check if hosts are sponsoring adults Enhanced DBS check if hosts are sponsoring children under 18 or vulnerable adults The government has faced pressure - including from some Conservative MPs - to issue emergency visas or lift visa requirements altogether for Ukrainian refugees. Fact-checking Boris Johnsons claim about refugees War in Ukraine: More coverage LIVE: Latest updates from Ukraine MARIUPOL: My son hides bread afraid there wont be food SAVED: Twins and mother have sight restored after bombing WATCH: Our beautiful Ukraine before the war READ MORE: Full coverage of the crisis Related Topics Russia-Ukraine war Refugees and asylum seekers Ukrainian refugees]
Gloucestershire Army captain to traverse UK in straight line challenge,"Captain George Bromley will walk, kayak and swim in a straight line from Lands End to John O'Groats.",Gloucestershire Army captain to traverse UK in straight line challenge Published 5 days ago Share IMAGE SOURCE GEORGE BROMLEY Image caption Capt Bromley broke his neck playing in an Army rugby game in 2019 An Army captain who broke his neck playing rugby in 2019 is to embark on a gruelling challenge to kayak walk and swim from Lands End to John OGroats. Capt George Bromley 36 who is based in Gloucester is taking on the Beeline Challenge - a straight line journey of around 745 miles (1200km). He will be making the trip to raise money for the charities that helped him recover from his injury. Capt Bromley said the challenge has given him something to reach for. He is raising funds for five different charities - the Armed Forces charity SSAFA the Limbless Veterans charity Blesma Rugby for Heroes Help for Heroes and the Royal British Legion - who helped him fight his way back from the injury. The biggest challenge I faced was the mental battle he said. IMAGE SOURCE GEORGE BROMLEY Image caption He said the hardest part of his recovery was the mental challenge With an injury like that you don\t know your worth and you think you\re not going to be employed any more you could lose this or that or your home or your living. That is something I really wanted to fight against. This challenge was something to reach for something to look forward to something to keep me going. Capt Bromley who is part of the Allied Rapid Reaction force in Innsworth said he has studied charts and tides in preparation but is still worried for any weather changes. The Bristol channel is a scary place. I\m going to be in the middle of it for the best part of a whole day he said. The Isle of Man and the Irish Sea that journey is about 43 miles (70km) so that is also a worry. Image caption Capt Bromley said he is most worried about the weather during the challenge Gloucestershire Blesma representative Chris Knight said Capt Bromley\s challenge is honestly incredible. If he was paralysed from his rugby injury there are charities that would have been there to support him he said. He\s now fundraising for those charities to acknowledge them. IMAGE SOURCE CAPT BROMLEY Image caption He has been training on the Gloucester and Sharpness Canal Capt Bromley said he is looking forward to being back in nature and seeing the coastline. He added that it will remind him of how lucky he is to be able to have that chance. That\s when I\ll be smiling the most he said. Follow BBC West on Facebook Twitter and Instagram. Send your story ideas to: bristol@bbc.co.uk]
Centre Stage: 'Les Miserables' & 'The Addams Family' UK tours,Jodie Looker showcases the best theatre shows to enjoy across Staffordshire & Cheshire,Unknown
DJ Target: 1Xtra's UK Touchdown Tour Playlist: 03/05/2022,Highlighting new artists as the Touchdown Tour travels across the UK.,Unknown
